V,Q,G,M,mom,gs,E,X,S,cal_78,cagr_78,mdd_78,cal_525,cagr_525,mdd_525,score
35,5,5,55,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.203,63.93,53.14,1.811,93.52,51.63,1.5070000000000001
30,5,30,35,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.203,61.71,51.32,1.809,80.37,44.43,1.506
40,0,20,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.072,60.93,56.85,1.94,87.47,45.08,1.506
20,0,30,50,6m,2f_rev_oca_0.7,3,4,5,1.11,69.37,62.48,1.902,99.9,52.51,1.506
40,10,0,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.239,57.72,46.6,1.772,82.56,46.6,1.5055
40,10,0,50,6m,2f_rev_oca_0.7,5,8,5,1.239,57.72,46.6,1.772,82.56,46.6,1.5055
40,5,25,30,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.133,64.26,56.71,1.877,94.21,50.18,1.505
25,10,10,55,6m,2f_rev_oca_0.7,3,6,7,0.957,57.32,59.9,2.052,88.09,42.94,1.5045
30,10,25,35,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.043,55.25,52.98,1.965,76.5,38.92,1.504
20,15,25,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.133,61.72,54.46,1.874,80.16,42.77,1.5035
35,0,5,60,6m,2f_rev_accel_opm_0.5,3,6,7,0.874,56.79,64.99,2.133,91.95,43.12,1.5035
20,15,5,60,6m,2f_rev_oca_0.7,3,6,7,0.929,55.16,59.35,2.076,92.37,44.5,1.5025
25,5,25,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.059,63.84,60.27,1.946,91.07,46.8,1.5025
20,10,25,45,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.058,57.06,53.92,1.946,82.36,42.33,1.502
25,0,25,50,6m,2f_rev_accel_opm_0.5,3,4,5,0.938,58.79,62.69,2.066,88.63,42.91,1.5019999999999998
20,15,15,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,0.787,55.94,71.08,2.216,97.45,43.98,1.5015
20,15,15,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.903,59.06,65.39,2.099,99.12,47.22,1.5010000000000001
35,15,20,30,6m,2f_rev_oca_0.7,3,4,5,1.663,95.15,57.21,1.339,76.59,57.21,1.501
30,5,15,50,6m,2f_rev_accel_opm_0.5,3,4,5,0.913,59.87,65.57,2.085,94.67,45.39,1.499
20,15,20,45,6m,2f_rev_oca_0.7,5,8,5,1.21,58.68,48.48,1.785,79.35,44.47,1.4975
20,5,25,50,6m,2f_rev_accel_opm_0.5,3,4,5,0.925,61.06,66.01,2.068,92.9,44.92,1.4965000000000002
25,5,30,40,6m,2f_rev_oca_0.7,3,6,7,1.503,74.98,49.88,1.486,71.9,48.37,1.4945
35,5,0,60,6m,2f_rev_oca_0.7,3,6,7,1.021,62.74,61.45,1.96,98.5,50.26,1.4905
35,5,0,60,6m,2f_rev_accel_opm_0.5,3,6,7,1.021,62.74,61.45,1.96,98.5,50.26,1.4905
20,5,15,60,6m,2f_rev_oca_0.7,5,8,5,1.195,60.17,50.37,1.785,87.34,48.92,1.49
25,15,25,35,6m,2f_rev_oca_0.7,3,4,5,1.52,84.34,55.47,1.459,70.73,48.47,1.4895
40,5,0,55,6m,2f_rev_accel_opm_0.5,5,8,5,1.185,58.14,49.07,1.792,85.04,47.45,1.4885000000000002
40,5,0,55,6m,2f_rev_oca_0.7,5,8,5,1.185,58.14,49.07,1.792,85.04,47.45,1.4885000000000002
40,5,5,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.173,58.64,49.98,1.802,83.0,46.07,1.4875
35,15,0,50,6m,2f_rev_oca_0.7,3,6,7,1.275,64.65,50.72,1.699,86.19,50.72,1.487
35,15,0,50,6m,2f_rev_accel_opm_0.5,3,6,7,1.275,64.65,50.72,1.699,86.19,50.72,1.487
35,10,5,50,6m,2f_rev_accel_opm_0.5,3,4,5,1.21,66.91,55.32,1.764,91.06,51.62,1.487
40,0,30,30,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.124,62.19,55.32,1.847,93.38,50.55,1.4855
40,0,10,50,6m,2f_rev_accel_opm_0.5,3,4,5,0.97,61.35,63.26,1.996,92.86,46.52,1.483
40,0,5,55,6m,2f_rev_oca_0.7,5,8,5,1.06,57.65,54.38,1.898,85.27,44.92,1.479
35,10,15,40,6m,2f_rev_accel_opm_0.5,5,8,5,1.079,60.38,55.96,1.878,87.06,46.35,1.4785
30,5,30,35,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.093,54.84,50.17,1.863,74.88,40.2,1.478
35,15,20,30,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.552,79.69,51.35,1.403,72.06,51.35,1.4775
25,10,30,35,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.137,55.68,48.97,1.816,76.68,42.23,1.4765000000000001
20,0,30,50,6m,2f_rev_accel_opm_0.5,5,8,5,0.944,52.73,55.84,2.008,75.22,37.47,1.476
20,10,20,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.869,56.97,65.54,2.079,87.59,42.13,1.4740000000000002
25,15,25,35,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.229,61.79,50.25,1.717,77.9,45.38,1.473
20,15,25,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.096,59.33,54.13,1.849,83.37,45.09,1.4725000000000001
35,15,15,35,6m,2f_rev_accel_opm_0.5,3,4,5,1.339,67.65,50.51,1.603,80.98,50.51,1.471
25,5,30,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.045,56.84,54.41,1.896,80.82,42.64,1.4705
30,10,30,30,6m,2f_rev_oca_0.7,3,4,5,1.625,81.09,49.9,1.314,64.68,49.23,1.4695
30,0,15,55,6m,2f_rev_accel_opm_0.5,3,6,7,0.822,58.58,71.29,2.117,102.12,48.23,1.4695
25,10,30,35,6m,2f_rev_oca_0.7,3,4,5,1.58,82.31,52.09,1.354,70.12,51.8,1.467
25,15,20,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.779,53.39,68.56,2.154,88.5,41.09,1.4665
20,10,25,45,6m,2f_rev_oca_0.7,3,4,5,1.026,62.2,60.64,1.902,91.5,48.12,1.464
40,15,15,30,6m,2f_rev_accel_opm_0.5,5,8,5,1.486,76.84,51.71,1.441,74.51,51.71,1.4635
40,5,10,45,6m,2f_rev_accel_opm_0.5,3,6,7,0.963,60.32,62.66,1.962,89.43,45.59,1.4625
20,0,20,60,6m,2f_rev_oca_0.7,5,8,5,1.033,59.18,57.29,1.89,90.25,47.74,1.4615
20,10,25,45,6m,2f_rev_accel_opm_0.5,3,6,7,0.956,55.33,57.85,1.967,79.72,40.52,1.4615
25,0,25,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.827,56.78,68.63,2.096,89.03,42.47,1.4615
25,15,30,30,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.182,59.42,50.25,1.74,75.18,43.2,1.4609999999999999
40,0,30,30,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.086,57.42,52.9,1.835,78.83,42.97,1.4605000000000001
20,15,25,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.09,56.08,51.44,1.83,75.19,41.1,1.46
40,5,25,30,6m,2f_rev_accel_opm_0.5,3,6,7,1.09,60.29,55.31,1.828,87.74,48.01,1.459
25,15,20,40,6m,2f_rev_oca_0.7,3,4,5,1.259,61.97,49.23,1.656,80.82,48.82,1.4575
35,15,5,45,6m,2f_rev_accel_opm_0.5,3,6,7,1.259,63.69,50.61,1.654,83.72,50.61,1.4565
20,10,10,60,6m,2f_rev_oca_0.7,3,6,7,0.82,53.85,65.66,2.091,91.64,43.83,1.4555
25,15,30,30,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.054,57.58,54.61,1.857,76.18,41.03,1.4555
25,15,10,50,6m,2f_rev_oca_0.7,3,4,5,1.075,60.31,56.1,1.836,86.24,46.98,1.4555
25,5,15,55,6m,2f_rev_accel_opm_0.5,5,8,5,1.162,59.98,51.63,1.748,86.15,49.29,1.455
20,10,30,40,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.157,59.7,51.58,1.751,80.79,46.13,1.454
35,10,0,55,6m,2f_rev_accel_opm_0.5,3,4,5,0.951,59.22,62.27,1.955,94.19,48.18,1.453
35,10,0,55,6m,2f_rev_oca_0.7,3,4,5,0.951,59.22,62.27,1.955,94.19,48.18,1.453
25,15,10,50,6m,2f_rev_oca_0.7,3,6,7,0.984,56.92,57.86,1.918,84.14,43.86,1.451
20,0,25,55,6m,2f_rev_oca_0.7,3,4,5,0.917,59.74,65.16,1.984,98.27,49.52,1.4505
35,5,0,60,6m,2f_rev_oca_0.7,5,8,5,1.028,53.47,52.01,1.872,83.23,44.46,1.4500000000000002
20,10,30,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.084,60.34,55.69,1.816,82.96,45.68,1.4500000000000002
35,5,0,60,6m,2f_rev_accel_opm_0.5,5,8,5,1.028,53.47,52.01,1.872,83.23,44.46,1.4500000000000002
30,0,10,60,6m,2f_rev_accel_opm_0.5,5,8,5,1.047,56.79,54.23,1.853,87.51,47.22,1.45
40,0,30,30,6m,2f_rev_accel_opm_0.5,3,4,5,0.992,58.22,58.68,1.901,86.4,45.46,1.4465
40,5,10,45,6m,2f_rev_accel_opm_0.5,3,4,5,0.963,60.59,62.89,1.928,91.43,47.43,1.4455
20,5,30,45,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.037,59.02,56.92,1.852,80.0,43.19,1.4445000000000001
35,5,5,55,6m,2f_rev_accel_opm_0.5,3,6,7,0.967,60.78,62.85,1.921,95.99,49.98,1.444
40,10,5,45,6m,2f_rev_accel_opm_0.5,3,4,5,0.94,57.66,61.33,1.945,90.68,46.61,1.4425
30,5,5,60,6m,2f_rev_accel_opm_0.5,3,6,7,0.93,55.85,60.08,1.953,88.11,45.12,1.4415
35,0,30,35,6m-1m,2f_rev_accel_opm_0.5,5,8,5,0.949,53.24,56.1,1.932,75.99,39.33,1.4405
40,5,5,50,6m,2f_rev_accel_opm_0.5,3,4,5,0.865,57.78,66.82,2.015,95.66,47.46,1.44
40,0,0,60,6m,2f_rev_accel_opm_0.5,3,4,5,0.933,57.88,62.06,1.945,96.54,49.63,1.439
35,10,20,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.051,61.61,58.64,1.827,92.25,50.48,1.439
40,0,0,60,6m,2f_rev_oca_0.7,3,4,5,0.933,57.88,62.06,1.945,96.54,49.63,1.439
35,5,30,30,6m,2f_rev_accel_opm_0.5,5,8,5,0.96,54.53,56.8,1.914,74.7,39.02,1.4369999999999998
30,10,25,35,6m,2f_rev_accel_opm_0.5,3,6,7,1.038,58.59,56.45,1.835,77.4,42.18,1.4365
30,10,10,50,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.953,58.43,61.32,1.92,92.04,47.94,1.4364999999999999
30,5,15,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.879,58.61,66.69,1.992,89.58,44.97,1.4355
40,5,20,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.977,58.07,59.42,1.893,91.0,48.07,1.435
25,15,10,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.939,57.97,61.71,1.93,88.92,46.07,1.4344999999999999
25,10,10,55,6m,2f_rev_oca_0.7,3,4,5,0.877,54.56,62.24,1.991,92.88,46.66,1.4340000000000002
25,0,15,60,6m,2f_rev_accel_opm_0.5,5,8,5,1.157,63.18,54.59,1.708,93.25,54.59,1.4325
30,10,10,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.963,58.3,60.53,1.901,85.24,44.85,1.432
35,10,10,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.02,56.96,55.83,1.843,83.64,45.38,1.4315
40,5,15,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.085,62.59,57.67,1.778,87.67,49.3,1.4315
25,15,30,30,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.009,55.76,55.28,1.851,79.28,42.82,1.43
30,15,5,50,6m,2f_rev_oca_0.7,3,6,7,1.193,60.6,50.79,1.666,83.67,50.24,1.4295
35,5,10,50,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.163,62.99,54.16,1.692,91.64,54.16,1.4275
25,15,25,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.03,56.8,55.17,1.824,76.34,41.85,1.427
20,15,15,50,6m,2f_rev_accel_opm_0.5,5,8,5,1.101,57.72,52.44,1.752,81.58,46.56,1.4264999999999999
35,15,0,50,6m,2f_rev_accel_opm_0.5,3,4,5,1.233,62.59,50.78,1.616,82.05,50.78,1.4245
35,15,0,50,6m,2f_rev_oca_0.7,3,4,5,1.233,62.59,50.78,1.616,82.05,50.78,1.4245
40,0,15,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.062,54.99,51.78,1.785,77.6,43.48,1.4235
25,5,30,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.081,54.98,50.89,1.765,72.49,41.08,1.423
25,5,15,55,6m,2f_rev_oca_0.7,3,6,7,0.835,55.77,66.82,2.009,92.84,46.23,1.422
35,5,15,45,6m,2f_rev_accel_opm_0.5,5,8,5,0.921,53.81,58.43,1.922,78.74,40.98,1.4215
30,5,25,40,6m,2f_rev_accel_opm_0.5,3,6,7,0.976,56.55,57.91,1.863,77.73,41.72,1.4195
30,15,25,30,6m,2f_rev_accel_opm_0.5,3,6,7,1.197,63.0,52.64,1.64,73.39,44.74,1.4184999999999999
25,10,25,40,6m,2f_rev_oca_0.7,3,6,7,1.085,58.88,54.27,1.742,80.92,46.47,1.4135
25,15,20,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,0.833,54.0,64.85,1.992,80.46,40.4,1.4125
25,5,10,60,6m,2f_rev_oca_0.7,3,4,5,0.642,47.51,73.99,2.177,99.5,45.71,1.4095
25,10,20,45,6m,2f_rev_oca_0.7,3,4,5,1.001,60.23,60.18,1.816,92.46,50.92,1.4085
25,0,30,45,6m,2f_rev_accel_opm_0.5,3,4,5,1.058,57.81,54.64,1.757,79.79,45.4,1.4075
35,0,25,40,6m,2f_rev_accel_opm_0.5,5,8,5,0.916,53.39,58.27,1.898,79.25,41.75,1.407
35,0,5,60,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.004,58.96,58.75,1.809,98.15,54.26,1.4064999999999999
35,15,20,30,6m-1m,2f_rev_oca_0.7,3,4,5,1.644,99.46,60.49,1.167,70.61,60.49,1.4055
25,10,15,50,6m,2f_rev_oca_0.7,3,6,7,1.079,59.54,55.17,1.732,85.06,49.11,1.4055
20,15,30,35,6m,2f_rev_accel_opm_0.5,3,4,5,1.183,59.57,50.34,1.627,78.32,48.15,1.405
20,0,25,55,6m,2f_rev_oca_0.7,5,8,5,1.152,58.97,51.19,1.655,84.73,51.19,1.4035
35,10,10,45,6m,2f_rev_accel_opm_0.5,3,6,7,0.986,60.8,61.64,1.821,87.37,47.99,1.4035
35,10,5,50,6m,2f_rev_accel_opm_0.5,3,6,7,1.035,61.52,59.46,1.771,90.89,51.31,1.403
20,0,25,55,6m,2f_rev_accel_opm_0.5,3,6,7,1.085,59.37,54.74,1.719,86.14,50.1,1.4020000000000001
20,0,20,60,6m,2f_rev_oca_0.7,3,4,5,0.699,52.68,75.38,2.105,98.97,47.02,1.402
40,5,0,55,6m,2f_rev_accel_opm_0.5,3,4,5,0.969,61.14,63.12,1.83,97.91,53.52,1.3995
40,5,0,55,6m,2f_rev_oca_0.7,3,4,5,0.969,61.14,63.12,1.83,97.91,53.52,1.3995
25,5,25,45,6m,2f_rev_accel_opm_0.5,3,6,7,0.925,56.85,61.44,1.872,81.53,43.54,1.3985
20,10,25,45,6m,2f_rev_accel_opm_0.5,3,4,5,1.063,57.67,54.26,1.733,80.04,46.19,1.3980000000000001
35,10,5,50,6m,2f_rev_oca_0.7,5,8,5,0.993,54.48,54.88,1.802,82.74,45.91,1.3975
40,5,25,30,6m,2f_rev_accel_opm_0.5,3,4,5,1.068,60.24,56.4,1.725,84.87,49.19,1.3965
20,10,15,55,6m,2f_rev_oca_0.7,3,6,7,1.147,61.01,53.19,1.645,86.38,52.52,1.396
20,10,25,45,6m,2f_rev_oca_0.7,3,6,7,0.872,56.77,65.11,1.918,87.28,45.5,1.395
30,10,30,30,6m,2f_rev_accel_opm_0.5,3,4,5,1.322,59.66,45.11,1.467,66.18,45.11,1.3945
25,5,15,55,6m,2f_rev_oca_0.7,3,4,5,0.841,55.01,65.44,1.948,91.94,47.2,1.3944999999999999
30,5,30,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.007,55.98,55.59,1.782,76.73,43.06,1.3944999999999999
30,0,30,40,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.878,53.02,60.38,1.909,77.0,40.34,1.3935
30,10,30,30,6m,2f_rev_accel_opm_0.5,3,6,7,1.163,58.12,49.97,1.621,74.01,45.66,1.392
30,5,30,35,6m,2f_rev_accel_opm_0.5,3,6,7,1.126,55.77,49.51,1.653,71.16,43.06,1.3895
25,10,30,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.979,53.59,54.76,1.798,71.88,39.97,1.3885
30,10,15,45,6m,2f_rev_accel_opm_0.5,5,8,5,0.936,50.91,54.37,1.839,74.59,40.57,1.3875
20,5,30,45,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.871,52.83,60.66,1.904,75.47,39.63,1.3875
35,5,30,30,6m,2f_rev_accel_opm_0.5,3,4,5,1.191,62.76,52.7,1.582,83.37,52.7,1.3865
30,5,10,55,6m,2f_rev_accel_opm_0.5,3,6,7,0.794,55.75,70.18,1.978,93.5,47.26,1.3860000000000001
20,15,30,35,6m,2f_rev_accel_opm_0.5,3,6,7,1.063,53.02,49.86,1.708,70.47,41.27,1.3855
35,15,20,30,6m,2f_rev_oca_0.7,3,6,7,1.582,91.6,57.9,1.188,68.79,57.9,1.385
25,5,10,60,6m,2f_rev_accel_opm_0.5,3,4,5,0.773,54.87,70.95,1.995,98.08,49.16,1.3840000000000001
30,15,10,45,6m,2f_rev_accel_opm_0.5,5,8,5,1.141,56.75,49.73,1.622,76.45,47.14,1.3815
35,5,30,30,6m-1m,2f_rev_accel_opm_0.5,5,8,5,1.03,54.16,52.57,1.732,73.77,42.6,1.381
30,10,10,50,6m,2f_rev_accel_opm_0.5,5,8,5,0.999,53.77,53.81,1.761,76.24,43.28,1.38
40,10,10,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.008,57.62,57.14,1.752,83.98,47.94,1.38
20,10,30,40,6m,2f_rev_oca_0.7,3,4,5,0.921,59.72,64.84,1.836,90.69,49.41,1.3785
30,0,30,40,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.019,57.07,56.01,1.735,78.8,45.41,1.377
35,0,5,60,6m,2f_rev_accel_opm_0.5,3,4,5,0.813,56.37,69.3,1.933,91.76,47.47,1.373
30,10,20,40,6m,2f_rev_accel_opm_0.5,5,8,5,1.106,56.22,50.85,1.64,76.38,46.56,1.373
35,5,5,55,6m,2f_rev_accel_opm_0.5,3,4,5,0.977,61.44,62.85,1.768,97.01,54.88,1.3725
25,5,25,45,6m,2f_rev_oca_0.7,3,4,5,1.068,62.99,59.0,1.675,90.29,53.9,1.3715000000000002
30,15,25,30,6m,2f_rev_accel_opm_0.5,3,4,5,1.267,62.11,49.04,1.476,71.51,48.45,1.3715
20,15,30,35,6m,2f_rev_oca_0.7,5,8,5,1.491,79.77,53.48,1.25,66.83,53.48,1.3705
30,10,30,30,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.236,58.63,47.43,1.505,71.39,47.43,1.3704999999999998
40,0,0,60,6m,2f_rev_accel_opm_0.5,3,6,7,0.819,55.96,68.31,1.922,94.27,49.05,1.3704999999999998
40,0,0,60,6m,2f_rev_oca_0.7,3,6,7,0.819,55.96,68.31,1.922,94.27,49.05,1.3704999999999998
25,10,15,50,6m,2f_rev_oca_0.7,3,4,5,1.142,60.18,52.71,1.598,84.22,52.71,1.37
30,15,25,30,6m,2f_rev_accel_opm_0.5,5,8,5,0.974,53.35,54.8,1.762,72.33,41.06,1.3679999999999999
30,5,25,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.081,58.37,54.0,1.653,77.03,46.61,1.367
35,10,20,35,6m,2f_rev_accel_opm_0.5,3,4,5,1.173,60.87,51.88,1.557,79.52,51.07,1.365
40,5,0,55,6m,2f_rev_oca_0.7,3,6,7,0.874,58.19,66.57,1.845,97.74,52.98,1.3595
40,5,0,55,6m,2f_rev_accel_opm_0.5,3,6,7,0.874,58.19,66.57,1.845,97.74,52.98,1.3595
35,0,30,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.015,58.03,57.18,1.704,86.25,50.61,1.3595
35,10,20,35,6m,2f_rev_accel_opm_0.5,5,8,5,1.018,56.86,55.85,1.699,78.13,45.99,1.3585
25,10,25,40,6m,2f_rev_oca_0.7,3,4,5,0.991,57.53,58.08,1.717,80.9,47.13,1.354
30,5,10,55,6m,2f_rev_accel_opm_0.5,5,8,5,0.872,51.96,59.57,1.833,81.36,44.38,1.3525
35,10,20,35,6m,2f_rev_accel_opm_0.5,3,6,7,1.09,62.31,57.17,1.614,85.91,53.23,1.352
35,0,30,35,6m,2f_rev_accel_opm_0.5,3,6,7,0.944,55.06,58.32,1.76,79.6,45.24,1.3519999999999999
30,5,15,50,6m,2f_rev_accel_opm_0.5,5,8,5,0.871,51.96,59.64,1.833,78.78,42.97,1.3519999999999999
25,15,30,30,6m,2f_rev_accel_opm_0.5,3,4,5,1.098,59.1,53.85,1.595,74.35,46.62,1.3465
20,5,20,55,6m,2f_rev_oca_0.7,3,4,5,0.807,53.82,66.69,1.876,90.93,48.48,1.3415
40,0,5,55,6m,2f_rev_accel_opm_0.5,5,8,5,1.096,56.79,51.8,1.584,82.07,51.8,1.34
25,5,10,60,6m,2f_rev_oca_0.7,3,6,7,0.643,47.23,73.46,2.036,89.39,43.9,1.3395000000000001
35,5,30,30,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.071,58.53,54.66,1.606,83.42,51.95,1.3385
20,5,30,45,6m,2f_rev_oca_0.7,3,4,5,0.92,60.46,65.75,1.751,92.41,52.76,1.3355
35,10,15,40,6m,2f_rev_accel_opm_0.5,3,6,7,1.155,62.27,53.92,1.515,81.41,53.74,1.335
30,10,25,35,6m,2f_rev_accel_opm_0.5,3,4,5,1.12,61.88,55.24,1.55,77.46,49.98,1.335
20,0,30,50,6m,2f_rev_oca_0.7,5,8,5,1.026,55.74,54.34,1.643,81.06,49.34,1.3345
35,10,15,40,6m,2f_rev_accel_opm_0.5,3,4,5,1.169,62.32,53.31,1.496,79.76,53.31,1.3325
25,5,25,45,6m,2f_rev_accel_opm_0.5,3,4,5,0.963,54.78,56.91,1.685,75.44,44.77,1.324
25,10,30,35,6m,2f_rev_accel_opm_0.5,3,6,7,1.015,53.72,52.93,1.632,71.19,43.62,1.3235
20,5,20,55,6m,2f_rev_oca_0.7,3,6,7,0.957,55.64,58.12,1.689,83.56,49.47,1.323
40,0,20,40,6m,2f_rev_accel_opm_0.5,5,8,5,0.885,52.79,59.68,1.756,75.34,42.91,1.3205
35,5,25,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.083,57.35,52.94,1.557,82.43,52.94,1.3199999999999998
30,0,30,40,6m,2f_rev_accel_opm_0.5,3,4,5,0.977,55.23,56.51,1.653,73.13,44.23,1.315
40,0,0,60,6m,2f_rev_accel_opm_0.5,5,8,5,1.066,55.27,51.87,1.563,81.09,51.87,1.3145
40,0,0,60,6m,2f_rev_oca_0.7,5,8,5,1.066,55.27,51.87,1.563,81.09,51.87,1.3145
40,5,5,50,6m,2f_rev_accel_opm_0.5,3,6,7,0.808,54.59,67.58,1.817,91.33,50.25,1.3125
30,5,30,35,6m,2f_rev_accel_opm_0.5,5,8,5,0.921,50.83,55.18,1.704,74.09,43.49,1.3125
30,10,25,35,6m,2f_rev_accel_opm_0.5,5,8,5,0.908,52.65,58.0,1.717,76.13,44.35,1.3125
20,10,10,60,6m,2f_rev_oca_0.7,3,4,5,0.656,46.64,71.1,1.967,91.16,46.34,1.3115
30,0,15,55,6m,2f_rev_oca_0.7,5,8,5,0.96,54.99,57.31,1.649,83.16,50.42,1.3045
40,0,30,30,6m,2f_rev_accel_opm_0.5,3,6,7,0.932,54.84,58.82,1.676,82.86,49.45,1.304
20,10,30,40,6m,2f_rev_oca_0.7,3,6,7,0.832,55.23,66.41,1.763,83.81,47.55,1.2974999999999999
30,15,5,50,6m,2f_rev_accel_opm_0.5,3,6,7,1.058,58.16,54.98,1.536,80.76,52.58,1.2970000000000002
35,5,25,35,6m,2f_rev_accel_opm_0.5,3,6,7,1.017,58.57,57.56,1.57,84.47,53.8,1.2934999999999999
30,15,25,30,6m-1m,2f_rev_accel_opm_0.5,3,6,7,1.034,58.9,56.95,1.536,78.7,51.22,1.2850000000000001
35,0,5,60,6m,2f_rev_oca_0.7,5,8,5,0.964,50.4,52.26,1.606,75.63,47.1,1.2850000000000001
35,5,25,35,6m-1m,2f_rev_accel_opm_0.5,5,8,5,0.875,50.82,58.07,1.692,73.57,43.48,1.2835
30,15,0,55,6m,2f_rev_accel_opm_0.5,3,4,5,1.008,55.5,55.08,1.553,85.54,55.08,1.2805
30,15,0,55,6m,2f_rev_oca_0.7,3,4,5,1.008,55.5,55.08,1.553,85.54,55.08,1.2805
35,5,30,30,6m,2f_rev_accel_opm_0.5,3,6,7,1.037,56.8,54.78,1.521,80.38,52.83,1.279
35,5,5,55,6m,2f_rev_oca_0.7,5,8,5,0.881,52.24,59.32,1.674,81.15,48.48,1.2774999999999999
25,15,30,30,6m,2f_rev_oca_0.7,3,6,7,1.354,71.76,52.98,1.2,63.59,52.98,1.2770000000000001
35,15,20,30,6m,2f_rev_accel_opm_0.5,3,4,5,1.162,62.22,53.56,1.382,74.05,53.56,1.2719999999999998
20,5,30,45,6m,2f_rev_oca_0.7,3,6,7,0.834,56.87,68.21,1.705,88.12,51.69,1.2695
20,5,25,50,6m,2f_rev_oca_0.7,3,4,5,0.927,60.72,65.49,1.605,93.69,58.36,1.266
30,15,20,35,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.013,57.29,56.55,1.516,75.88,50.06,1.2645
30,15,5,50,6m,2f_rev_accel_opm_0.5,3,4,5,1.068,58.23,54.53,1.457,79.46,54.53,1.2625000000000002
30,10,25,35,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.929,53.44,57.53,1.592,73.28,46.03,1.2605
40,0,25,35,6m,2f_rev_accel_opm_0.5,5,8,5,0.849,49.54,58.34,1.67,70.62,42.28,1.2595
35,10,0,55,6m,2f_rev_oca_0.7,5,8,5,0.953,52.12,54.71,1.561,79.16,50.72,1.257
35,10,0,55,6m,2f_rev_accel_opm_0.5,5,8,5,0.953,52.12,54.71,1.561,79.16,50.72,1.257
30,15,0,55,6m,2f_rev_oca_0.7,3,6,7,1.007,57.0,56.62,1.506,85.26,56.62,1.2565
20,15,30,35,6m-1m,2f_rev_accel_opm_0.5,3,4,5,1.189,57.21,48.1,1.324,63.71,48.1,1.2565
30,15,0,55,6m,2f_rev_accel_opm_0.5,3,6,7,1.007,57.0,56.62,1.506,85.26,56.62,1.2565
30,15,5,50,6m,2f_rev_oca_0.7,3,4,5,1.072,57.45,53.59,1.431,76.7,53.59,1.2515
35,10,25,30,6m-1m,2f_rev_accel_opm_0.5,3,6,7,0.904,54.8,60.6,1.596,82.81,51.88,1.25
20,15,5,60,6m,2f_rev_oca_0.7,3,4,5,0.772,47.92,62.11,1.715,82.16,47.9,1.2435
