dV,dQ,dG,dM,d_mom,d_gs,dE,dX,dS,cal_78,cal_525,score
30,5,10,55,6m-1m,2f_80,5,8,7,1.896,3.06,2.4086842881540123
35,5,15,45,6m,2f_70,5,8,7,2.353,2.464,2.407860461073274
40,5,25,30,6m-1m,2f_70,3,6,5,2.51,2.309,2.407403165238428
40,5,25,30,6m-1m,2f_70,3,6,7,2.51,2.309,2.407403165238428
35,15,20,30,6m-1m,2f_70,5,10,7,2.434,2.381,2.4073541492684454
40,10,15,35,6m,2f_70,5,8,7,2.286,2.535,2.4072827004737105
20,5,20,55,6m-1m,2f_70,3,6,7,1.405,4.12,2.405950955443606
20,15,25,40,6m-1m,2f_80,5,8,7,2.431,2.381,2.40587011286977
20,20,5,55,6m,2f_80,3,8,7,1.36,4.256,2.4058595137704946
20,20,20,40,6m-1m,2f_80,3,6,7,2.377,2.435,2.405825222247036
20,20,20,40,6m-1m,2f_80,3,6,5,2.377,2.435,2.405825222247036
40,15,10,35,6m-1m,2f_80,5,10,7,2.367,2.445,2.40568389444665
25,20,20,35,6m-1m,2f_70,5,10,7,2.519,2.296,2.4049166305716296
35,10,20,35,6m,2f_80,5,10,7,2.466,2.345,2.4047390710844287
30,0,25,45,6m,2f_80,5,8,7,2.39,2.418,2.4039592342633433
20,5,20,55,6m-1m,2f_80,3,6,5,1.333,4.335,2.403862516867385
30,20,15,35,6m,2f_80,3,8,7,2.579,2.24,2.4035307362295164
25,0,25,50,6m-1m,2f_80,5,8,7,1.82,3.173,2.403093839199793
30,0,15,55,6m-1m,2f_80,5,8,7,1.767,3.268,2.403030586571881
25,20,15,40,6m,2f_60,3,6,7,2.481,2.327,2.402766530481062
40,15,10,35,6m-1m,2f_70,5,10,7,2.363,2.443,2.4026670597483957
20,20,25,35,6m-1m,2f_80,5,10,7,2.5,2.309,2.402602755346793
30,0,25,45,6m-1m,2f_70,3,6,7,2.32,2.488,2.4025319977057538
40,5,25,30,6m,2f_60,3,6,5,2.329,2.476,2.401375439201459
40,5,25,30,6m,2f_60,3,6,7,2.329,2.476,2.401375439201459
30,10,10,50,6m,2f_60,5,10,7,2.106,2.738,2.4012971494590167
35,0,25,40,6m-1m,2f_70,3,6,7,1.876,3.07,2.3998583291519524
20,15,25,40,6m-1m,2f_60,5,8,7,2.476,2.324,2.3987963648463366
30,20,15,35,6m-1m,2f_70,5,10,7,2.431,2.366,2.398279800190128
20,15,20,45,6m-1m,2f_60,3,8,7,2.159,2.664,2.398244357858473
35,0,25,40,6m-1m,2f_70,3,6,5,1.873,3.07,2.39793869813221
35,15,10,40,6m,2f_60,5,10,7,2.383,2.411,2.3969591152124394
30,10,25,35,6m-1m,2f_80,3,6,5,2.055,2.794,2.396178207062238
30,0,25,45,6m-1m,2f_70,3,6,5,2.315,2.479,2.3955970028366624
40,10,5,45,6m,2f_70,3,6,7,2.384,2.407,2.3954723960004216
40,10,5,45,6m,2f_70,3,6,5,2.384,2.407,2.3954723960004216
40,0,10,50,6m-1m,2f_70,3,8,7,1.46,3.928,2.3947609484038277
35,10,25,30,6m-1m,2f_70,5,8,7,2.436,2.354,2.394649034827442
40,10,15,35,6m-1m,2f_80,5,10,7,2.384,2.405,2.394476978381709
35,0,25,40,6m-1m,2f_70,3,8,7,1.74,3.292,2.3933407613626603
30,15,10,45,6m,2f_70,5,8,7,2.349,2.438,2.3930862917997757
20,5,20,55,6m-1m,2f_70,3,6,5,1.39,4.12,2.393073337781356
40,5,25,30,6m,2f_80,3,6,5,2.507,2.284,2.3929036754537365
20,15,10,55,6m-1m,2f_80,5,10,7,1.521,3.764,2.392706417427763
40,5,25,30,6m,2f_80,3,6,7,2.506,2.284,2.392426383402423
40,10,15,35,6m-1m,2f_70,5,8,7,2.351,2.434,2.3921400460675373
30,5,10,55,6m-1m,2f_70,5,8,7,1.73,3.307,2.391884194521131
35,5,20,40,6m-1m,2f_70,5,10,7,2.317,2.467,2.3908239165609833
40,15,15,30,6m,2f_70,3,8,7,2.647,2.159,2.390580055133063
20,5,20,55,6m-1m,2f_70,3,8,7,1.389,4.114,2.3904698282973578
35,0,10,55,6m,2f_80,3,6,5,1.531,3.732,2.390333031190424
35,5,25,35,6m,2f_60,3,8,7,1.907,2.994,2.3894681416583063
35,0,10,55,6m,2f_80,3,6,7,1.529,3.732,2.388771232244729
25,20,10,45,6m-1m,2f_80,3,6,7,1.606,3.551,2.3880757944420443
30,10,15,45,6m,2f_80,3,6,7,2.342,2.433,2.3870664004170474
30,10,15,45,6m,2f_80,3,6,5,2.342,2.433,2.3870664004170474
35,0,25,40,6m,2f_60,5,8,7,2.374,2.4,2.386964599653711
35,15,10,40,6m,2f_60,5,8,7,2.397,2.375,2.385974643620506
25,15,20,40,6m-1m,2f_70,5,8,7,2.453,2.32,2.3855733063563567
30,10,25,35,6m-1m,2f_80,3,6,7,2.053,2.772,2.385564084236682
25,20,10,45,6m-1m,2f_80,3,6,5,1.601,3.551,2.38435546846522
35,0,25,40,6m,2f_60,3,8,7,2.101,2.701,2.3821840818878797
25,15,25,35,6m-1m,2f_60,5,8,7,2.506,2.263,2.381402527923408
20,15,10,55,6m-1m,2f_60,5,8,7,1.482,3.818,2.3787130974541677
40,15,10,35,6m,2f_80,3,6,5,2.605,2.172,2.3786676943196587
40,15,10,35,6m,2f_80,3,6,7,2.605,2.172,2.3786676943196587
35,20,10,35,6m-1m,2f_80,5,10,7,2.332,2.426,2.3785356839871037
25,10,20,45,6m,2f_60,3,6,7,2.283,2.478,2.378502470042863
25,10,25,40,6m,2f_70,5,8,7,2.457,2.3,2.3772042402789038
20,20,25,35,6m,2f_80,3,8,7,2.292,2.465,2.376926587002636
25,20,20,35,6m-1m,2f_60,3,8,7,2.668,2.117,2.376584944831554
35,5,25,35,6m-1m,2f_60,3,6,5,1.907,2.961,2.3762632429930823
40,10,10,40,6m,2f_70,3,6,7,2.382,2.37,2.375992424230347
40,20,5,35,6m,2f_70,5,10,7,2.372,2.379,2.375497421594054
40,20,5,35,6m,2f_80,5,10,7,2.391,2.359,2.3749461046516402
25,10,20,45,6m,2f_60,3,6,5,2.282,2.471,2.3746203907151138
35,5,25,35,6m-1m,2f_60,3,6,7,1.907,2.955,2.3738544605767222
30,5,25,40,6m,2f_80,5,10,7,2.373,2.374,2.3734999473351586
35,5,15,45,6m,2f_60,5,8,7,2.3,2.448,2.3728463919942224
40,15,10,35,6m,2f_60,3,8,7,2.606,2.16,2.372542939548197
20,15,10,55,6m-1m,2f_70,5,10,7,1.517,3.71,2.372355369669561
25,15,20,40,6m,2f_80,5,8,7,2.41,2.334,2.3716955959819126
35,0,25,40,6m,2f_80,5,8,7,2.47,2.276,2.3710166595787556
30,10,10,50,6m,2f_70,5,10,7,2.157,2.606,2.3708947678039194
25,20,15,40,6m-1m,2f_60,3,6,5,2.621,2.144,2.37053242964529
25,20,15,40,6m-1m,2f_60,3,6,7,2.621,2.144,2.37053242964529
40,5,25,30,6m-1m,2f_70,3,8,7,2.469,2.275,2.3700158227319914
35,0,10,55,6m-1m,2f_70,3,6,7,1.404,3.999,2.3695138741944515
35,0,10,55,6m-1m,2f_70,3,6,5,1.404,3.999,2.3695138741944515
40,10,20,30,6m-1m,2f_80,3,6,5,2.521,2.227,2.369444449654813
30,15,10,45,6m,2f_70,3,6,5,2.335,2.404,2.3692488261050166
30,0,25,45,6m-1m,2f_60,3,8,7,2.086,2.69,2.3688267137973598
35,10,20,35,6m,2f_70,5,10,7,2.456,2.284,2.368439148468881
35,0,10,55,6m-1m,2f_60,3,6,7,1.499,3.741,2.3680707337408653
20,15,10,55,6m-1m,2f_70,5,8,7,1.482,3.78,2.3668460025950147
40,10,5,45,6m,2f_60,3,6,5,2.268,2.47,2.3668460025950147
40,10,5,45,6m,2f_60,3,6,7,2.268,2.47,2.3668460025950147
35,0,10,55,6m-1m,2f_60,3,6,5,1.496,3.741,2.3656998964365705
40,15,10,35,6m-1m,2f_70,3,8,7,2.472,2.263,2.365192592580993
40,10,20,30,6m-1m,2f_80,3,6,7,2.516,2.221,2.363902705273633
35,15,5,45,6m,2f_80,3,8,7,2.47,2.26,2.3626679834458333
25,10,15,50,6m,2f_80,5,8,7,2.058,2.711,2.3620410665354656
35,5,15,45,6m,2f_70,5,10,7,2.297,2.428,2.361591836029249
40,0,25,35,6m-1m,2f_60,3,6,5,2.223,2.507,2.360733148833218
40,0,25,35,6m-1m,2f_60,3,6,7,2.223,2.507,2.360733148833218
40,15,5,40,6m,2f_60,3,8,7,2.533,2.2,2.3606355076546657
35,0,25,40,6m,2f_70,3,8,7,1.944,2.865,2.359991525408513
35,20,10,35,6m-1m,2f_60,5,8,7,2.329,2.391,2.359796389521774
35,0,10,55,6m-1m,2f_80,3,6,5,1.563,3.562,2.359535123705515
30,15,25,30,6m-1m,2f_70,5,8,7,2.523,2.204,2.35811195662971
40,15,5,40,6m-1m,2f_60,5,8,7,2.362,2.354,2.3579966072918768
30,5,20,45,6m,2f_70,3,6,7,2.354,2.361,2.35749740190737
35,10,25,30,6m-1m,2f_60,5,10,7,2.413,2.302,2.3568466220778985
20,20,20,40,6m-1m,2f_70,3,8,7,2.265,2.451,2.356165316780637
25,20,20,35,6m-1m,2f_70,3,6,5,2.629,2.111,2.355805382454162
25,20,20,35,6m-1m,2f_70,3,6,7,2.629,2.111,2.355805382454162
40,10,15,35,6m,2f_70,5,10,7,2.333,2.378,2.355392536287742
30,5,20,45,6m,2f_70,3,6,5,2.349,2.361,2.354992356675495
40,10,15,35,6m-1m,2f_60,5,8,7,2.31,2.399,2.3540794379119836
30,15,10,45,6m,2f_80,3,6,5,2.359,2.348,2.3534935733925426
30,20,5,45,6m,2f_70,5,8,7,2.26,2.449,2.3526028139063335
30,15,25,30,6m-1m,2f_80,5,8,7,2.466,2.244,2.352382621938872
30,10,25,35,6m-1m,2f_80,5,10,7,2.485,2.226,2.3519374991695674
30,10,25,35,6m-1m,2f_70,5,10,7,2.485,2.226,2.3519374991695674
40,20,10,30,6m-1m,2f_80,5,8,7,2.358,2.343,2.3504880344302967
35,15,20,30,6m,2f_60,5,10,7,2.428,2.274,2.3497387088780743
35,0,10,55,6m-1m,2f_80,3,6,7,1.557,3.546,2.3497067902187285
20,15,25,40,6m-1m,2f_60,3,6,5,2.507,2.202,2.349556128293172
20,15,25,40,6m-1m,2f_60,3,6,7,2.507,2.202,2.349556128293172
30,15,10,45,6m,2f_70,3,6,7,2.331,2.366,2.3484347979026374
40,0,10,50,6m-1m,2f_60,3,6,7,1.484,3.714,2.347674594146301
35,10,10,45,6m,2f_60,3,8,7,2.216,2.485,2.346648674173448
35,0,15,50,6m,2f_80,3,6,7,1.452,3.791,2.3461739065977185
35,0,15,50,6m,2f_80,3,6,5,1.452,3.791,2.3461739065977185
40,10,10,40,6m,2f_80,3,6,7,2.346,2.346,2.346
40,5,25,30,6m,2f_80,3,8,7,2.484,2.215,2.345647032270627
40,10,10,40,6m,2f_70,3,6,5,2.357,2.334,2.345471807547471
35,0,25,40,6m,2f_70,5,10,7,2.4,2.292,2.3453784342830475
40,0,10,50,6m-1m,2f_80,3,6,7,1.549,3.551,2.3453142646562313
35,0,10,55,6m,2f_60,3,6,7,1.479,3.714,2.3437162797574285
35,0,10,55,6m,2f_60,3,6,5,1.479,3.714,2.3437162797574285
30,15,20,35,6m-1m,2f_70,5,10,7,2.462,2.228,2.3420794179532
40,0,25,35,6m-1m,2f_80,3,6,7,2.298,2.387,2.342077283097208
40,0,25,35,6m-1m,2f_80,3,6,5,2.298,2.387,2.342077283097208
40,20,10,30,6m,2f_70,5,8,7,2.368,2.316,2.3418556744598926
35,20,10,35,6m-1m,2f_60,5,10,7,2.307,2.375,2.340753083945421
35,5,25,35,6m,2f_60,5,10,7,2.41,2.27,2.3389527571116098
35,10,25,30,6m,2f_60,5,8,7,2.368,2.31,2.3388202154077598
20,20,10,50,6m-1m,2f_70,5,10,7,2.237,2.444,2.3382104268008046
40,20,10,30,6m,2f_60,3,8,7,2.591,2.11,2.3381638094881207
40,0,10,50,6m-1m,2f_60,3,6,5,1.472,3.714,2.33816338180205
25,0,25,50,6m-1m,2f_60,3,6,5,1.389,3.933,2.337292664601504
35,15,5,45,6m,2f_60,5,8,7,2.453,2.227,2.3372699886833783
35,5,20,40,6m,2f_70,3,8,7,2.043,2.673,2.3368652079227847
35,5,10,50,6m,2f_80,3,8,7,1.534,3.556,2.3355735912190823
40,10,5,45,6m,2f_80,3,6,7,2.372,2.299,2.335214765283913
40,10,5,45,6m,2f_80,3,6,5,2.372,2.299,2.335214765283913
30,20,15,35,6m,2f_70,3,6,5,2.493,2.186,2.334458823796213
35,15,20,30,6m-1m,2f_60,3,8,7,2.546,2.14,2.3341893667823954
25,5,25,45,6m,2f_60,5,8,7,2.401,2.269,2.3340670513076525
40,5,20,35,6m,2f_80,3,8,7,2.292,2.376,2.3336220773724263
30,20,10,40,6m-1m,2f_80,5,8,7,2.279,2.389,2.333351880878664
25,0,25,50,6m-1m,2f_60,3,6,7,1.384,3.933,2.3330820817108
35,20,10,35,6m,2f_60,3,8,7,2.685,2.027,2.3329155578374454
40,20,10,30,6m-1m,2f_80,3,8,7,2.486,2.189,2.3327781720515133
40,5,25,30,6m,2f_60,3,8,7,2.2,2.473,2.3325093783305566
30,20,20,30,6m-1m,2f_80,5,8,7,2.436,2.233,2.33229243449444
20,5,20,55,6m-1m,2f_80,3,8,7,1.373,3.961,2.3320490989685445
30,20,5,45,6m,2f_60,5,8,7,2.309,2.355,2.3318865752861995
35,0,20,45,6m,2f_80,5,8,7,2.332,2.331,2.331499946386446
30,15,10,45,6m,2f_80,3,6,7,2.353,2.31,2.3314008664320256
25,15,15,45,6m,2f_80,5,10,7,2.318,2.344,2.33096374918187
35,10,20,35,6m,2f_80,3,8,7,2.423,2.238,2.328663565223624
30,15,15,40,6m,2f_80,3,8,7,2.428,2.233,2.3284595766300087
30,20,15,35,6m,2f_70,3,6,7,2.487,2.178,2.32737749409072
30,10,15,45,6m,2f_80,5,10,7,2.24,2.418,2.3272988634896037
40,0,25,35,6m-1m,2f_60,5,10,7,2.307,2.347,2.3269140508407267
40,15,5,40,6m-1m,2f_70,5,8,7,2.334,2.319,2.3264879109937366
30,15,25,30,6m-1m,2f_70,5,10,7,2.495,2.169,2.326296412755692
20,20,20,40,6m,2f_80,3,8,7,1.945,2.78,2.325317182665625
20,5,25,50,6m-1m,2f_80,3,6,5,1.481,3.649,2.324686860633062
20,5,25,50,6m-1m,2f_80,3,6,7,1.481,3.649,2.324686860633062
40,0,10,50,6m,2f_80,3,8,7,1.772,3.049,2.324398416795193
40,0,10,50,6m-1m,2f_80,3,6,5,1.52,3.551,2.323256335405114
25,15,25,35,6m-1m,2f_60,3,6,7,2.587,2.086,2.323032931320604
25,15,25,35,6m-1m,2f_60,3,6,5,2.587,2.086,2.323032931320604
30,0,25,45,6m-1m,2f_70,3,8,7,2.113,2.553,2.3226039266306255
30,20,5,45,6m,2f_80,5,8,7,2.255,2.391,2.322004521959421
25,20,10,45,6m,2f_80,5,10,7,2.264,2.381,2.321763123145856
35,5,20,40,6m,2f_60,3,8,7,1.94,2.778,2.321490900262157
35,5,25,35,6m,2f_60,3,6,5,1.981,2.719,2.3208487671539477
35,5,25,35,6m,2f_60,3,6,7,1.981,2.719,2.3208487671539477
35,0,25,40,6m-1m,2f_80,3,8,7,1.947,2.766,2.320646892571121
40,5,25,30,6m-1m,2f_60,5,10,7,2.323,2.318,2.320498653307086
40,10,15,35,6m,2f_80,5,8,7,2.123,2.536,2.320329286976312
25,10,20,45,6m,2f_80,3,6,7,1.79,3.007,2.320028017072208
20,15,25,40,6m-1m,2f_60,5,10,7,2.374,2.266,2.3193714665831346
35,15,5,45,6m,2f_80,5,8,7,2.414,2.228,2.3191360460309354
35,10,25,30,6m-1m,2f_60,3,8,7,2.402,2.239,2.319068347418851
20,15,25,40,6m-1m,2f_70,5,10,7,2.412,2.228,2.31817514437542
30,20,15,35,6m,2f_70,3,8,7,2.457,2.187,2.318072259443178
20,10,15,55,6m-1m,2f_70,3,8,7,1.242,4.323,2.317146089481628
20,15,15,50,6m-1m,2f_80,5,8,7,1.47,3.648,2.3157201903511573
25,15,5,55,6m,2f_60,3,8,7,1.353,3.963,2.3155861029121763
20,20,20,40,6m-1m,2f_70,3,6,5,2.363,2.269,2.315523051062114
40,10,10,40,6m,2f_80,3,6,5,2.321,2.31,2.3154934679242785
30,10,25,35,6m,2f_60,3,8,7,2.325,2.306,2.315480511686505
40,10,20,30,6m-1m,2f_70,3,6,7,2.481,2.16,2.31494276387128
40,10,15,35,6m,2f_60,5,8,7,2.287,2.343,2.3148306633531535
30,10,25,35,6m,2f_60,5,8,7,2.465,2.173,2.3143994901485785
20,20,10,50,6m-1m,2f_60,5,10,7,2.239,2.39,2.31326825076557
25,10,20,45,6m,2f_80,3,6,5,1.789,2.991,2.313201028877516
35,5,10,50,6m,2f_60,3,6,7,1.519,3.519,2.3120036764676652
35,5,10,50,6m,2f_60,3,6,5,1.519,3.519,2.3120036764676652
20,15,25,40,6m-1m,2f_60,3,8,7,2.339,2.285,2.311842338915005
40,15,15,30,6m-1m,2f_70,3,8,7,2.486,2.148,2.310828422882149
40,0,5,55,6m-1m,2f_80,3,6,7,1.598,3.34,2.3102640541721633
40,0,5,55,6m-1m,2f_80,3,6,5,1.598,3.34,2.3102640541721633
40,10,20,30,6m-1m,2f_70,3,6,5,2.477,2.154,2.309861034781097
20,15,25,40,6m-1m,2f_80,5,10,7,2.318,2.301,2.3094843580331954
20,5,25,50,6m-1m,2f_60,3,6,7,1.375,3.877,2.30886877063206
20,5,25,50,6m-1m,2f_60,3,6,5,1.375,3.877,2.30886877063206
30,20,20,30,6m-1m,2f_70,5,8,7,2.388,2.232,2.3086827413050934
40,20,10,30,6m-1m,2f_60,3,8,7,2.458,2.168,2.308450562606876
35,10,20,35,6m,2f_80,3,6,7,2.404,2.215,2.307565817046179
25,10,20,45,6m,2f_60,3,8,7,2.184,2.437,2.3070344600807333
35,5,10,50,6m,2f_70,3,8,7,1.518,3.505,2.3066404141087964
35,0,10,55,6m,2f_70,3,8,7,1.382,3.849,2.3063646719458744
30,10,10,50,6m-1m,2f_80,3,8,7,1.654,3.214,2.3056357040955104
25,15,20,40,6m,2f_60,5,10,7,2.39,2.224,2.3055064519536703
30,15,25,30,6m-1m,2f_60,3,8,7,2.542,2.087,2.3032919919107084
30,15,25,30,6m-1m,2f_60,5,10,7,2.43,2.183,2.303191264311325
40,5,5,50,6m,2f_60,3,8,7,1.864,2.843,2.302032145735589
30,20,15,35,6m-1m,2f_60,5,10,7,2.345,2.258,2.3010888726861465
35,15,15,35,6m,2f_70,5,8,7,2.42,2.187,2.3005521076472055
25,20,10,45,6m-1m,2f_70,5,8,7,2.213,2.391,2.300278896134119
30,15,10,45,6m,2f_80,5,8,7,2.235,2.367,2.300053260252901
40,5,25,30,6m-1m,2f_60,3,6,7,2.343,2.257,2.2995980083484158
30,10,20,40,6m,2f_80,5,8,7,2.369,2.231,2.298964767020147
35,0,10,55,6m-1m,2f_70,3,8,7,1.369,3.857,2.2978757581731872
35,15,20,30,6m-1m,2f_80,3,6,5,2.573,2.052,2.2977806683841693
35,15,20,30,6m-1m,2f_80,3,6,7,2.573,2.052,2.2977806683841693
35,10,20,35,6m,2f_80,3,6,5,2.394,2.205,2.2975573986301194
30,0,25,45,6m,2f_70,5,10,7,2.27,2.325,2.2973354130383314
20,20,20,40,6m-1m,2f_70,3,6,7,2.326,2.269,2.2973232249729247
40,10,10,40,6m,2f_70,3,8,7,2.294,2.3,2.2969980409221074
25,20,20,35,6m-1m,2f_60,5,10,7,2.361,2.232,2.2955940407659194
20,15,15,50,6m-1m,2f_70,3,8,7,1.34,3.932,2.2954041038562254
25,15,25,35,6m-1m,2f_60,5,10,7,2.397,2.195,2.293777452151799
40,5,25,30,6m-1m,2f_60,3,6,5,2.338,2.25,2.293577990825688
40,15,15,30,6m,2f_80,3,6,5,2.499,2.102,2.2919201556773308
20,20,25,35,6m,2f_80,3,6,7,2.237,2.348,2.2918280912843354
20,20,25,35,6m,2f_80,3,6,5,2.237,2.348,2.2918280912843354
35,5,20,40,6m,2f_60,5,8,7,2.335,2.249,2.2915966049896306
40,10,5,45,6m,2f_60,3,8,7,2.251,2.33,2.290159383099788
20,5,20,55,6m-1m,2f_60,3,8,7,1.236,4.243,2.290054147831444
35,20,10,35,6m,2f_80,3,6,7,2.643,1.983,2.289338113953463
35,20,10,35,6m,2f_80,3,6,5,2.643,1.983,2.289338113953463
30,0,20,50,6m-1m,2f_80,3,6,5,1.523,3.44,2.288912405488685
30,0,20,50,6m-1m,2f_80,3,6,7,1.523,3.44,2.288912405488685
25,20,10,45,6m,2f_70,5,8,7,2.261,2.317,2.288828739770628
35,20,10,35,6m-1m,2f_70,5,10,7,2.238,2.338,2.2874536060869084
30,20,20,30,6m-1m,2f_80,5,10,7,2.378,2.2,2.287269114030966
40,15,15,30,6m-1m,2f_80,3,8,7,2.467,2.12,2.2869280705785218
20,20,10,50,6m-1m,2f_80,5,10,7,2.2,2.37,2.2834184898962344
35,5,25,35,6m,2f_80,3,8,7,2.322,2.244,2.2826668613707084
35,10,5,50,6m,2f_80,3,6,5,1.498,3.477,2.2822239153948063
35,10,5,50,6m,2f_80,3,6,7,1.498,3.477,2.2822239153948063
40,15,5,40,6m,2f_80,3,8,7,2.45,2.125,2.281720841820927
40,15,15,30,6m,2f_80,3,6,7,2.49,2.09,2.281249657534221
25,10,15,50,6m,2f_60,5,8,7,1.748,2.976,2.280799859698347
40,10,15,35,6m-1m,2f_60,5,10,7,2.233,2.329,2.2804949024279795
40,15,15,30,6m,2f_60,5,8,7,2.295,2.266,2.2804539021870185
20,10,20,50,6m-1m,2f_70,3,6,7,1.307,3.976,2.2796122477298635
20,20,20,40,6m,2f_80,3,6,5,1.868,2.777,2.2775943449174614
20,20,20,40,6m,2f_80,3,6,7,1.868,2.777,2.2775943449174614
30,15,15,40,6m,2f_70,5,10,7,2.261,2.293,2.2769437849889926
35,5,15,45,6m,2f_80,5,10,7,2.229,2.325,2.27649401492734
30,15,20,35,6m-1m,2f_60,5,10,7,2.355,2.2,2.2761810121341406
20,10,20,50,6m-1m,2f_70,3,6,5,1.301,3.98,2.2755175235537077
40,15,15,30,6m-1m,2f_60,5,8,7,2.246,2.302,2.273827610000371
35,0,10,55,6m-1m,2f_80,3,8,7,1.556,3.322,2.2735505272590713
35,15,20,30,6m-1m,2f_70,5,8,7,2.3,2.242,2.2708148317289103
40,15,15,30,6m,2f_80,5,10,7,2.269,2.272,2.27049950451437
40,20,10,30,6m-1m,2f_80,3,6,5,2.427,2.123,2.2699165182887238
40,20,10,30,6m-1m,2f_80,3,6,7,2.427,2.123,2.2699165182887238
40,20,10,30,6m,2f_60,5,8,7,2.294,2.244,2.2688622699494125
35,0,25,40,6m,2f_80,5,10,7,2.395,2.149,2.2686681114698115
40,10,10,40,6m,2f_80,3,8,7,2.316,2.22,2.2674920066011257
25,10,10,55,6m-1m,2f_60,3,8,7,1.204,4.267,2.266598332303278
35,20,15,30,6m-1m,2f_80,5,10,7,2.239,2.294,2.266333161739465
30,10,20,40,6m,2f_60,5,10,7,2.358,2.178,2.2662135821674
40,10,10,40,6m,2f_60,3,6,7,2.294,2.238,2.2658270013396873
30,10,25,35,6m,2f_60,3,6,5,2.226,2.306,2.265646927480096
30,10,25,35,6m,2f_60,3,6,7,2.226,2.306,2.265646927480096
25,5,20,50,6m-1m,2f_80,3,8,7,1.443,3.555,2.264920528407123
40,15,10,35,6m-1m,2f_70,3,6,5,2.376,2.159,2.2649026469144315
40,15,10,35,6m-1m,2f_70,3,6,7,2.375,2.159,2.2644259758269865
40,15,5,40,6m,2f_70,3,8,7,2.433,2.107,2.2641402341727863
40,10,15,35,6m,2f_60,5,10,7,2.242,2.284,2.2629025608717668
35,0,25,40,6m,2f_60,3,6,7,1.878,2.724,2.261785135683759
30,15,5,50,6m,2f_60,5,10,7,2.099,2.437,2.261694718568357
25,15,20,40,6m,2f_70,5,8,7,2.302,2.22,2.2606282312666983
40,0,25,35,6m-1m,2f_80,5,10,7,2.231,2.289,2.2598139303933853
25,20,20,35,6m-1m,2f_60,5,8,7,2.389,2.136,2.2589608230334584
20,20,10,50,6m-1m,2f_70,3,8,7,1.389,3.672,2.258408289038986
20,10,15,55,6m-1m,2f_70,3,6,7,1.201,4.245,2.2579293611625677
20,10,15,55,6m-1m,2f_70,3,6,5,1.201,4.245,2.2579293611625677
20,20,10,50,6m-1m,2f_70,3,6,7,1.388,3.672,2.2575951807177477
20,20,10,50,6m-1m,2f_70,3,6,5,1.388,3.672,2.2575951807177477
35,20,10,35,6m-1m,2f_70,5,8,7,2.193,2.323,2.2570642436581196
35,20,15,30,6m-1m,2f_60,5,8,7,2.269,2.245,2.2569680990213397
30,15,10,45,6m,2f_70,5,10,7,2.206,2.308,2.256423719074057
25,15,15,45,6m-1m,2f_80,3,6,7,1.501,3.392,2.256411310023064
35,0,15,50,6m-1m,2f_80,3,8,7,1.397,3.64,2.255012195088976
30,15,25,30,6m-1m,2f_80,5,10,7,2.376,2.14,2.2549146325304648
35,0,25,40,6m,2f_60,3,6,5,1.866,2.724,2.254547404691239
40,15,10,35,6m-1m,2f_80,3,8,7,2.406,2.112,2.2542120574604336
30,5,20,45,6m,2f_70,5,10,7,2.275,2.233,2.253902171790071
25,10,20,45,6m,2f_60,5,10,7,2.213,2.295,2.253627076514657
40,0,25,35,6m,2f_60,3,6,7,1.99,2.549,2.2522233459406285
35,5,10,50,6m,2f_60,3,8,7,1.478,3.431,2.251892093329518
40,10,15,35,6m-1m,2f_70,5,10,7,2.225,2.279,2.25183813805522
40,15,15,30,6m-1m,2f_60,3,8,7,2.409,2.103,2.2508058556881356
30,15,10,45,6m,2f_60,5,8,7,2.195,2.308,2.2507909720807038
40,10,20,30,6m-1m,2f_80,3,8,7,2.427,2.087,2.2505885896804863
40,0,25,35,6m,2f_60,3,6,5,1.987,2.549,2.250525049849479
20,20,20,40,6m,2f_60,3,8,7,1.933,2.62,2.2504355134062384
30,20,20,30,6m-1m,2f_60,5,8,7,2.329,2.173,2.2496481947184543
35,20,15,30,6m-1m,2f_60,3,6,7,2.637,1.918,2.2489477539507226
35,20,15,30,6m-1m,2f_60,3,6,5,2.637,1.918,2.2489477539507226
30,5,15,50,6m,2f_60,5,10,7,2.174,2.325,2.2482326392079623
25,20,15,40,6m,2f_60,3,8,7,2.341,2.157,2.2471174869151813
20,10,15,55,6m-1m,2f_80,3,6,5,1.303,3.875,2.2470258120457807
30,10,5,55,6m-1m,2f_80,5,8,7,1.615,3.123,2.2458060913622977
25,15,15,45,6m-1m,2f_80,3,6,5,1.493,3.372,2.243745974926752
30,5,15,50,6m,2f_60,5,8,7,2.18,2.308,2.2430871583601024
20,10,15,55,6m-1m,2f_80,3,6,7,1.298,3.875,2.2427104137627754
40,10,20,30,6m-1m,2f_70,3,8,7,2.425,2.074,2.242643529408987
40,0,10,50,6m-1m,2f_80,3,8,7,1.459,3.446,2.2422564527725193
35,15,5,45,6m,2f_70,5,8,7,2.337,2.15,2.241550802457977
25,15,20,40,6m-1m,2f_70,3,6,5,2.055,2.445,2.241534072906321
25,15,20,40,6m-1m,2f_70,3,6,7,2.055,2.445,2.241534072906321
35,0,15,50,6m,2f_60,3,8,7,1.414,3.55,2.240468700964153
30,10,20,40,6m,2f_80,3,6,7,2.232,2.247,2.239487441357955
30,10,20,40,6m,2f_80,3,6,5,2.232,2.247,2.239487441357955
30,20,10,40,6m-1m,2f_70,5,8,7,2.187,2.293,2.239372903292348
35,0,10,55,6m,2f_60,3,8,7,1.325,3.783,2.238855734521543
