v,q,g,m,g_rev,mom,calmar,cagr,mdd,sharpe,sortino
10,30,15,45,0.4,12m-1m,0.816,31.09,38.11,0.899,1.28
5,0,60,35,0.4,6m,0.816,39.86,48.83,1.0,1.468
15,25,15,45,0.5,12m-1m,0.816,30.62,37.55,0.888,1.22
10,15,55,20,0.6,12m,0.816,42.14,51.63,1.046,1.548
5,15,20,60,0.6,6m-1m,0.815,30.95,37.95,0.878,1.203
0,25,30,45,1.0,6m,0.815,34.56,42.41,0.935,1.336
10,15,50,25,0.4,12m-1m,0.815,45.38,55.68,1.091,1.64
10,20,30,40,1.0,12m-1m,0.815,35.88,44.01,0.959,1.369
25,10,40,25,0.9,12m,0.815,35.47,43.54,0.938,1.34
20,15,10,55,0.8,12m-1m,0.815,30.67,37.62,0.91,1.242
5,5,30,60,0.4,6m,0.815,36.82,45.18,0.983,1.423
15,15,35,35,1.0,6m,0.815,36.52,44.82,0.958,1.322
15,10,55,20,0.8,12m,0.815,45.75,56.17,1.093,1.604
5,25,20,50,0.7,12m-1m,0.815,33.67,41.3,0.927,1.361
15,0,35,50,0.8,6m-1m,0.815,42.03,51.57,1.074,1.532
15,5,50,30,0.3,6m-1m,0.814,38.75,47.59,1.003,1.475
25,15,10,50,0.5,6m,0.814,34.71,42.65,0.963,1.28
0,20,25,55,0.5,6m-1m,0.814,34.57,42.48,0.944,1.32
25,5,20,50,0.4,6m,0.814,31.98,39.27,0.89,1.235
5,15,30,50,1.0,6m-1m,0.814,34.43,42.28,0.949,1.348
5,10,25,60,0.3,12m,0.814,34.93,42.93,0.946,1.33
0,35,15,50,0.9,6m-1m,0.814,35.97,44.22,0.972,1.401
5,0,65,30,0.6,12m-1m,0.814,47.09,57.89,1.122,1.692
10,25,35,30,0.7,12m-1m,0.814,37.33,45.83,0.98,1.433
10,10,50,30,0.8,12m-1m,0.814,39.38,48.37,1.004,1.487
15,0,60,25,0.5,12m-1m,0.814,43.54,53.46,1.072,1.61
5,20,40,35,0.7,12m-1m,0.813,41.67,51.27,1.035,1.574
10,25,35,30,0.8,12m-1m,0.813,36.82,45.28,0.97,1.446
20,0,45,35,1.0,12m,0.813,34.62,42.56,0.943,1.39
15,0,45,40,0.5,6m,0.813,41.34,50.85,1.038,1.518
0,0,40,60,0.7,6m,0.813,38.96,47.92,1.01,1.452
20,5,55,20,0.6,12m,0.813,49.78,61.21,1.173,1.741
15,0,50,35,0.8,12m-1m,0.813,39.08,48.08,1.014,1.506
10,25,10,55,1.0,6m-1m,0.813,37.54,46.15,1.016,1.42
20,20,15,45,0.3,12m-1m,0.813,28.38,34.89,0.849,1.163
0,5,75,20,0.4,12m-1m,0.813,44.63,54.9,1.052,1.503
0,30,15,55,0.5,6m,0.813,33.99,41.83,0.945,1.367
15,15,45,25,0.5,12m,0.813,34.49,42.42,0.922,1.37
15,10,50,25,1.0,12m,0.813,38.45,47.31,0.989,1.471
10,10,50,30,0.3,12m,0.813,46.73,57.45,1.12,1.683
10,10,40,40,0.6,12m,0.813,39.11,48.09,0.991,1.441
10,30,5,55,0.7,6m,0.813,37.91,46.62,1.035,1.458
5,15,55,25,0.7,6m-1m,0.812,36.94,45.5,0.961,1.377
10,25,20,45,0.7,12m-1m,0.812,41.02,50.54,1.068,1.576
0,5,55,40,0.4,12m,0.812,49.74,61.24,1.145,1.821
20,35,5,40,0.4,12m,0.812,31.55,38.84,0.93,1.363
15,10,45,30,0.8,12m,0.812,41.73,51.39,1.047,1.557
0,0,65,35,0.4,6m-1m,0.812,41.33,50.88,1.026,1.559
25,0,55,20,0.4,6m-1m,0.812,39.87,49.12,1.037,1.497
5,20,45,30,1.0,12m-1m,0.812,33.35,41.06,0.908,1.331
15,25,25,35,0.4,12m,0.812,41.92,51.64,1.048,1.524
10,10,50,30,0.4,6m-1m,0.812,43.3,53.35,1.069,1.567
0,20,45,35,0.9,12m,0.812,38.36,47.22,0.972,1.454
15,5,20,60,0.5,12m-1m,0.811,32.16,39.65,0.923,1.289
0,20,25,55,0.9,12m-1m,0.811,35.76,44.07,0.957,1.377
0,5,35,60,0.7,12m,0.811,36.69,45.23,0.964,1.357
15,25,20,40,1.0,6m,0.811,38.71,47.75,1.025,1.408
10,25,35,30,0.6,6m-1m,0.811,37.61,46.4,0.974,1.401
5,5,60,30,0.7,12m-1m,0.811,43.88,54.13,1.057,1.564
10,20,10,60,0.7,12m,0.811,32.78,40.41,0.923,1.27
15,5,20,60,0.7,6m,0.81,35.61,43.97,0.954,1.286
15,10,30,45,0.6,12m-1m,0.81,37.27,45.99,0.991,1.367
10,10,45,35,0.5,12m-1m,0.81,35.13,43.37,0.934,1.362
15,5,30,50,0.3,12m-1m,0.81,42.64,52.65,1.077,1.514
25,5,25,45,0.5,12m,0.81,33.01,40.76,0.925,1.29
20,5,55,20,0.6,6m,0.81,44.34,54.75,1.104,1.657
20,20,10,50,0.5,12m-1m,0.81,31.33,38.7,0.915,1.239
15,25,10,50,0.8,12m,0.81,34.74,42.88,0.96,1.322
15,10,20,55,0.5,12m-1m,0.81,31.02,38.31,0.904,1.255
5,10,55,30,0.9,6m-1m,0.81,39.07,48.24,0.995,1.507
15,10,45,30,0.4,6m-1m,0.81,40.63,50.15,1.032,1.49
0,10,50,40,0.9,12m-1m,0.81,37.78,46.63,0.969,1.394
15,5,45,35,0.4,6m,0.81,43.51,53.74,1.077,1.547
5,15,20,60,0.5,6m,0.809,36.1,44.64,0.972,1.329
5,0,70,25,0.5,6m,0.809,37.22,45.99,0.958,1.405
5,5,55,35,0.6,12m-1m,0.809,43.86,54.18,1.071,1.613
25,5,20,50,0.8,6m,0.809,33.19,41.03,0.916,1.23
15,0,40,45,0.8,6m-1m,0.809,35.99,44.51,0.97,1.43
20,0,40,40,0.8,6m,0.809,35.57,43.94,0.941,1.373
0,25,35,40,0.8,6m-1m,0.809,37.53,46.4,0.973,1.446
20,15,20,45,0.9,12m-1m,0.809,32.84,40.6,0.937,1.303
0,0,60,40,0.8,6m-1m,0.809,41.76,51.62,1.042,1.566
5,5,75,15,0.6,6m-1m,0.809,48.75,60.29,1.139,1.674
15,15,25,45,0.5,12m-1m,0.809,35.66,44.1,0.976,1.354
0,5,35,60,0.5,12m,0.809,36.41,45.0,0.955,1.347
10,25,5,60,0.3,6m,0.809,38.51,47.6,1.037,1.448
20,0,40,40,1.0,12m,0.809,39.58,48.92,1.022,1.475
10,15,15,60,1.0,6m-1m,0.809,39.82,49.24,1.044,1.494
20,30,5,45,0.5,12m,0.809,30.44,37.63,0.904,1.281
15,30,15,40,1.0,6m-1m,0.808,38.87,48.1,1.043,1.507
15,25,10,50,1.0,12m,0.808,34.02,42.1,0.947,1.327
10,10,25,55,1.0,12m,0.808,38.65,47.85,1.009,1.349
20,0,45,35,0.8,12m-1m,0.808,40.46,50.06,1.041,1.571
5,30,15,50,0.5,6m-1m,0.808,32.65,40.39,0.932,1.319
5,30,10,55,1.0,12m-1m,0.808,33.07,40.92,0.939,1.36
15,0,40,45,0.5,6m,0.808,37.15,45.98,0.965,1.375
15,15,40,30,0.6,6m-1m,0.808,38.07,47.14,0.988,1.486
0,25,20,55,0.7,12m,0.808,33.47,41.41,0.928,1.394
15,20,5,60,0.4,6m-1m,0.808,38.7,47.9,1.066,1.506
20,25,5,50,0.7,6m,0.808,35.99,44.56,0.991,1.363
10,35,5,50,0.6,6m,0.808,34.72,42.96,0.97,1.391
10,25,30,35,0.6,12m,0.808,43.6,53.98,1.061,1.607
0,35,15,50,0.4,6m,0.808,38.74,47.92,1.016,1.442
0,10,30,60,1.0,12m,0.808,35.95,44.49,0.955,1.329
10,5,25,60,0.9,6m,0.808,34.62,42.84,0.935,1.271
5,35,5,55,0.8,12m,0.808,36.33,44.99,0.996,1.416
10,0,60,30,0.3,6m-1m,0.808,40.0,49.51,1.015,1.531
10,35,5,50,0.9,6m-1m,0.808,38.08,47.14,1.043,1.513
25,10,35,30,0.5,12m-1m,0.808,32.55,40.28,0.903,1.266
0,35,10,55,0.4,12m,0.807,33.05,40.95,0.93,1.369
15,5,20,60,0.3,12m,0.807,33.97,42.08,0.943,1.331
0,15,25,60,0.3,6m,0.807,34.29,42.51,0.93,1.374
10,5,40,45,0.5,12m-1m,0.807,35.86,44.41,0.954,1.32
0,30,10,60,0.3,6m,0.807,34.7,42.99,0.962,1.4
10,0,55,35,0.3,12m-1m,0.807,44.99,55.73,1.095,1.689
0,35,5,60,0.3,6m-1m,0.807,32.9,40.76,0.935,1.355
20,10,40,30,0.8,6m,0.807,36.23,44.9,0.963,1.395
10,25,35,30,0.7,6m-1m,0.807,36.74,45.51,0.97,1.412
0,5,50,45,1.0,6m-1m,0.807,38.11,47.21,0.988,1.474
15,25,20,40,0.4,12m-1m,0.807,32.02,39.67,0.906,1.335
15,0,35,50,1.0,6m-1m,0.807,37.3,46.21,0.996,1.401
10,5,25,60,1.0,6m-1m,0.807,40.82,50.56,1.068,1.496
15,0,50,35,0.9,12m,0.807,42.23,52.32,1.056,1.53
20,5,15,60,0.5,12m,0.807,30.43,37.71,0.88,1.226
10,5,30,55,1.0,6m,0.807,34.41,42.63,0.929,1.276
5,15,25,55,1.0,6m-1m,0.806,35.35,43.85,0.952,1.328
10,5,25,60,0.6,6m-1m,0.806,34.84,43.23,0.95,1.334
25,15,15,45,1.0,6m-1m,0.806,31.24,38.76,0.897,1.213
5,5,55,35,0.3,12m-1m,0.806,43.34,53.77,1.057,1.675
5,0,50,45,0.7,6m,0.806,40.57,50.32,1.026,1.51
20,5,15,60,0.4,12m-1m,0.806,31.38,38.91,0.907,1.294
5,0,55,40,0.5,12m-1m,0.806,36.47,45.24,0.955,1.414
15,0,60,25,0.6,12m-1m,0.806,44.37,55.02,1.081,1.624
0,5,35,60,0.9,6m,0.806,33.74,41.86,0.917,1.322
0,20,50,30,0.5,6m,0.806,43.59,54.11,1.068,1.563
20,20,20,40,0.7,12m-1m,0.805,36.03,44.78,0.985,1.42
5,0,75,20,0.7,12m-1m,0.805,44.98,55.89,1.072,1.617
15,10,45,30,0.5,12m-1m,0.805,38.44,47.74,0.998,1.471
0,0,65,35,0.7,6m-1m,0.805,42.77,53.16,1.047,1.559
0,5,35,60,0.8,6m,0.805,36.75,45.63,0.976,1.384
15,5,60,20,0.3,6m,0.805,43.86,54.49,1.068,1.506
10,10,45,35,0.8,6m,0.805,38.86,48.26,0.993,1.471
5,25,30,40,0.5,12m,0.805,39.48,49.03,0.999,1.527
15,20,10,55,0.6,6m-1m,0.805,37.49,46.55,1.027,1.408
5,10,25,60,0.7,12m-1m,0.805,33.59,41.71,0.925,1.285
5,15,55,25,0.5,6m,0.805,40.19,49.95,1.011,1.483
20,0,30,50,0.5,6m,0.805,38.62,47.96,1.011,1.416
25,20,10,45,0.3,12m-1m,0.804,33.53,41.69,0.967,1.306
15,25,25,35,0.7,6m,0.804,41.56,51.71,1.058,1.512
15,5,55,25,0.4,12m,0.804,44.71,55.59,1.083,1.6
5,25,45,25,0.6,6m,0.804,41.56,51.68,1.045,1.551
10,25,30,35,1.0,12m,0.804,36.17,45.02,0.948,1.386
25,10,30,35,0.8,12m,0.804,32.83,40.82,0.904,1.299
5,25,45,25,0.4,12m,0.804,39.85,49.56,0.999,1.517
5,5,40,50,0.8,12m-1m,0.804,37.85,47.07,0.986,1.385
0,0,45,55,0.8,6m-1m,0.803,37.54,46.72,0.984,1.413
5,30,5,60,0.9,12m-1m,0.803,33.35,41.55,0.963,1.414
25,20,15,40,0.3,12m-1m,0.803,26.04,32.45,0.805,1.105
15,0,35,50,0.3,6m-1m,0.803,33.74,42.03,0.92,1.282
25,20,15,40,0.9,12m,0.803,29.31,36.52,0.858,1.18
20,15,35,30,0.5,12m,0.803,40.64,50.64,1.037,1.483
0,0,60,40,0.4,12m-1m,0.803,43.11,53.69,1.059,1.644
15,5,20,60,0.9,12m-1m,0.803,32.51,40.47,0.917,1.23
10,25,35,30,0.4,12m-1m,0.803,40.52,50.46,1.02,1.499
15,20,25,40,0.3,6m,0.803,40.64,50.58,1.041,1.486
0,10,45,45,0.5,6m,0.803,39.62,49.31,1.018,1.516
5,25,35,35,0.7,6m-1m,0.803,41.0,51.08,1.03,1.46
15,25,25,35,0.6,12m,0.803,44.87,55.85,1.092,1.614
0,0,50,50,0.7,6m,0.803,37.62,46.84,0.988,1.407
15,25,30,30,0.3,12m-1m,0.803,39.95,49.72,1.018,1.481
20,0,45,35,0.7,12m-1m,0.802,37.3,46.52,0.985,1.473
0,5,65,30,0.8,12m-1m,0.802,41.9,52.24,1.023,1.517
10,35,15,40,0.3,12m,0.802,35.68,44.48,0.961,1.435
25,25,10,40,0.6,12m,0.802,33.8,42.15,0.954,1.299
15,15,10,60,0.7,12m,0.802,33.04,41.2,0.924,1.224
15,15,15,55,0.5,12m,0.802,32.53,40.54,0.903,1.17
10,0,50,40,0.5,6m-1m,0.802,37.04,46.2,0.983,1.42
10,25,5,60,0.3,6m-1m,0.802,41.29,51.46,1.103,1.58
5,15,45,35,0.4,12m-1m,0.802,45.1,56.23,1.078,1.64
15,20,30,35,0.3,6m,0.801,43.97,54.89,1.079,1.532
25,0,40,35,0.6,6m,0.801,34.5,43.07,0.943,1.351
20,5,55,20,0.3,12m-1m,0.801,45.81,57.18,1.116,1.633
15,20,5,60,0.3,6m-1m,0.801,38.07,47.54,1.055,1.489
15,10,40,35,1.0,6m,0.801,37.23,46.49,0.977,1.442
10,35,5,50,1.0,6m-1m,0.801,37.91,47.3,1.041,1.509
5,25,30,40,0.6,6m,0.801,45.12,56.36,1.096,1.62
0,20,50,30,0.7,6m,0.801,45.57,56.87,1.104,1.62
15,30,15,40,0.3,12m-1m,0.8,29.42,36.76,0.863,1.258
5,30,5,60,1.0,6m-1m,0.8,28.46,35.55,0.859,1.232
20,15,40,25,0.6,12m,0.8,36.78,45.98,0.97,1.444
10,35,5,50,0.6,12m,0.8,34.36,42.96,0.966,1.405
25,20,15,40,0.6,12m-1m,0.8,31.41,39.28,0.911,1.259
5,35,5,55,0.3,12m-1m,0.8,29.56,36.96,0.878,1.249
25,25,20,30,0.4,12m-1m,0.8,29.11,36.38,0.855,1.253
15,30,5,50,0.5,12m-1m,0.8,29.75,37.17,0.893,1.274
15,5,65,15,0.5,6m,0.8,48.46,60.57,1.136,1.669
5,10,40,45,0.9,6m,0.8,35.82,44.75,0.952,1.379
25,10,30,35,1.0,12m-1m,0.8,34.18,42.73,0.936,1.352
15,0,55,30,0.3,12m-1m,0.8,46.5,58.16,1.117,1.678
0,10,55,35,0.4,6m-1m,0.8,42.78,53.5,1.05,1.574
10,10,25,55,0.5,12m-1m,0.799,32.41,40.57,0.921,1.287
10,5,40,45,1.0,6m-1m,0.799,29.28,36.66,0.837,1.226
0,30,10,60,0.3,6m-1m,0.799,33.63,42.07,0.941,1.373
10,15,15,60,0.5,6m-1m,0.799,37.71,47.18,1.006,1.37
15,15,55,15,0.5,12m,0.799,39.6,49.59,1.011,1.468
5,10,30,55,0.7,6m,0.799,34.12,42.69,0.924,1.309
5,20,40,35,1.0,6m,0.799,40.92,51.19,1.034,1.504
20,25,20,35,1.0,12m,0.799,32.45,40.6,0.903,1.282
5,15,40,40,0.5,12m-1m,0.799,39.44,49.38,0.999,1.485
5,5,45,45,0.6,6m,0.799,42.9,53.67,1.063,1.61
15,20,25,40,1.0,12m-1m,0.799,30.53,38.22,0.872,1.259
5,20,25,50,0.5,12m-1m,0.799,34.76,43.48,0.947,1.344
0,0,60,40,0.5,12m-1m,0.799,36.84,46.11,0.96,1.423
5,25,45,25,0.8,6m-1m,0.799,39.05,48.85,1.018,1.477
10,5,60,25,0.3,12m-1m,0.798,45.72,57.27,1.093,1.68
5,5,75,15,0.7,12m,0.798,41.8,52.36,1.018,1.53
0,0,70,30,0.5,6m-1m,0.798,42.15,52.85,1.037,1.561
10,20,50,20,0.5,12m,0.798,37.6,47.11,0.978,1.452
0,0,55,45,0.7,6m-1m,0.798,40.75,51.04,1.031,1.549
0,5,65,30,0.9,6m,0.798,41.02,51.41,1.012,1.539
5,15,25,55,0.6,12m-1m,0.798,33.45,41.9,0.914,1.291
5,30,5,60,0.5,12m-1m,0.798,33.08,41.47,0.954,1.401
10,10,50,30,0.3,6m,0.798,42.57,53.34,1.06,1.59
10,35,15,40,0.3,6m,0.798,37.44,46.89,0.997,1.446
0,5,75,20,0.4,12m,0.798,43.75,54.83,1.039,1.474
5,5,30,60,0.9,12m,0.798,38.58,48.33,1.009,1.408
15,25,10,50,0.9,12m,0.797,34.29,43.04,0.951,1.322
15,20,10,55,0.9,12m-1m,0.797,29.48,37.0,0.88,1.2
15,20,10,55,0.3,6m-1m,0.797,38.59,48.4,1.059,1.476
15,25,25,35,0.6,6m,0.797,43.14,54.14,1.08,1.516
0,25,35,40,1.0,6m-1m,0.797,35.39,44.41,0.943,1.369
15,5,50,30,0.5,12m,0.797,40.47,50.76,1.032,1.528
0,10,40,50,0.8,6m,0.797,37.73,47.34,0.974,1.437
15,35,5,45,0.6,12m,0.797,34.55,43.37,0.975,1.42
0,25,40,35,1.0,12m-1m,0.796,40.31,50.61,1.019,1.506
15,15,15,55,0.7,12m,0.796,33.94,42.63,0.923,1.146
5,35,5,55,0.6,12m,0.796,36.19,45.45,0.985,1.407
15,35,10,40,0.4,6m-1m,0.796,38.43,48.25,1.05,1.53
5,5,65,25,0.7,6m,0.796,40.52,50.91,1.006,1.479
5,0,35,60,0.8,6m-1m,0.796,37.18,46.74,0.987,1.398
15,15,10,60,0.7,12m-1m,0.796,29.34,36.85,0.876,1.228
10,0,65,25,0.8,6m,0.796,38.55,48.4,0.987,1.413
0,10,60,30,1.0,6m,0.796,39.23,49.31,0.991,1.448
15,5,20,60,0.4,12m,0.796,35.04,44.01,0.964,1.335
15,5,20,60,0.5,6m,0.796,35.13,44.11,0.957,1.313
0,20,25,55,0.8,12m-1m,0.796,36.9,46.33,0.983,1.464
10,15,45,30,0.6,6m-1m,0.796,39.88,50.08,1.006,1.447
10,35,15,40,0.6,6m-1m,0.796,33.42,41.98,0.937,1.35
25,0,35,40,1.0,12m-1m,0.796,36.54,45.89,0.978,1.378
5,0,45,50,0.5,6m-1m,0.796,32.73,41.13,0.901,1.287
0,20,40,40,0.8,12m,0.795,36.21,45.54,0.933,1.429
20,20,10,50,0.7,12m-1m,0.795,30.44,38.3,0.903,1.255
15,5,55,25,0.6,12m-1m,0.795,39.29,49.45,0.998,1.491
10,15,30,45,1.0,6m-1m,0.795,33.96,42.72,0.932,1.347
15,25,10,50,0.7,12m-1m,0.795,27.84,35.0,0.851,1.158
5,20,45,30,1.0,6m,0.795,40.2,50.59,1.013,1.468
15,5,50,30,0.4,12m-1m,0.795,45.17,56.83,1.093,1.63
15,0,65,20,0.5,12m,0.795,42.19,53.06,1.036,1.492
10,10,45,35,0.9,12m-1m,0.794,34.06,42.91,0.921,1.362
15,25,20,40,0.5,12m-1m,0.794,32.57,41.02,0.926,1.316
15,25,20,40,0.6,12m-1m,0.794,35.23,44.35,0.964,1.418
15,0,60,25,0.9,12m-1m,0.794,40.73,51.32,1.018,1.47
15,25,5,55,0.6,12m,0.794,34.21,43.06,0.96,1.33
20,10,45,25,0.7,12m,0.794,37.83,47.63,0.988,1.483
10,15,25,50,0.7,12m-1m,0.794,32.52,40.97,0.902,1.243
10,5,60,25,0.8,6m-1m,0.794,38.2,48.09,0.978,1.401
5,0,55,40,0.4,12m-1m,0.793,41.89,52.8,1.044,1.571
0,10,55,35,0.3,12m-1m,0.793,44.84,56.54,1.077,1.678
5,5,60,30,0.3,12m-1m,0.793,46.65,58.84,1.104,1.712
5,5,60,30,0.3,12m,0.793,44.17,55.7,1.061,1.635
15,20,10,55,0.5,12m-1m,0.793,30.32,38.25,0.902,1.233
15,25,30,30,0.3,6m,0.793,39.92,50.35,1.013,1.517
10,5,55,30,0.5,12m-1m,0.793,40.74,51.34,1.018,1.552
15,15,45,25,0.8,6m-1m,0.793,32.4,40.87,0.902,1.316
10,5,55,30,1.0,6m,0.793,37.04,46.7,0.967,1.412
20,10,20,50,0.3,6m,0.793,40.01,50.43,1.036,1.473
15,15,50,20,1.0,12m,0.793,41.29,52.08,1.04,1.515
15,5,20,60,1.0,6m-1m,0.793,38.88,49.0,1.023,1.372
5,35,10,50,0.5,6m-1m,0.793,32.13,40.54,0.92,1.322
20,35,10,35,0.5,12m,0.793,33.75,42.56,0.955,1.399
10,15,55,20,0.6,6m-1m,0.792,39.22,49.52,0.996,1.439
10,25,35,30,0.3,12m,0.792,40.05,50.57,1.01,1.481
20,15,25,40,0.6,12m-1m,0.792,31.65,39.98,0.896,1.271
25,5,45,25,0.6,6m,0.792,37.71,47.63,0.995,1.488
20,20,25,35,0.5,6m-1m,0.792,38.59,48.74,1.01,1.393
15,10,20,55,1.0,12m,0.792,32.57,41.12,0.903,1.172
0,20,40,40,0.8,6m-1m,0.792,37.69,47.6,0.973,1.384
10,15,50,25,0.8,6m-1m,0.792,38.77,48.97,0.998,1.418
20,5,30,45,0.4,12m-1m,0.792,40.56,51.24,1.043,1.427
5,30,10,55,0.8,12m-1m,0.792,33.72,42.59,0.946,1.363
5,5,30,60,0.6,12m,0.792,37.62,47.52,0.983,1.395
0,25,20,55,1.0,12m,0.792,36.28,45.8,0.963,1.366
10,0,55,35,0.3,6m,0.792,42.45,53.6,1.056,1.598
20,0,60,20,1.0,12m,0.791,39.64,50.09,1.016,1.45
20,20,40,20,1.0,12m,0.791,34.84,44.05,0.935,1.333
5,25,35,35,0.6,12m,0.791,41.84,52.92,1.031,1.531
0,25,45,30,0.5,12m-1m,0.791,40.45,51.17,1.011,1.542
0,25,15,60,0.9,12m-1m,0.791,34.45,43.56,0.941,1.342
25,5,50,20,0.3,6m-1m,0.791,33.87,42.82,0.932,1.404
10,30,5,55,0.5,12m-1m,0.791,30.9,39.08,0.923,1.321
5,25,30,40,0.3,6m-1m,0.791,38.09,48.17,0.984,1.444
15,5,45,35,0.9,12m-1m,0.79,37.46,47.39,0.982,1.495
25,15,40,20,0.3,12m,0.79,36.72,46.49,0.978,1.429
25,15,10,50,0.7,6m,0.79,40.36,51.07,1.066,1.444
10,10,45,35,0.5,12m,0.79,37.78,47.81,0.967,1.451
25,20,25,30,0.6,6m,0.79,34.21,43.29,0.943,1.309
5,15,55,25,0.7,12m-1m,0.79,42.53,53.86,1.047,1.582
0,0,70,30,0.8,12m,0.79,40.05,50.71,0.98,1.424
20,15,20,45,0.6,12m-1m,0.79,32.69,41.39,0.927,1.278
25,5,45,25,1.0,12m,0.79,35.36,44.74,0.949,1.334
15,35,10,40,0.5,12m-1m,0.789,29.33,37.19,0.872,1.271
15,30,15,40,0.8,12m-1m,0.789,30.78,39.0,0.889,1.297
15,15,35,35,0.7,6m,0.789,36.49,46.23,0.96,1.39
10,0,55,35,0.7,12m-1m,0.789,40.75,51.63,1.01,1.522
0,20,35,45,0.9,6m-1m,0.789,34.48,43.67,0.928,1.328
15,5,45,35,0.8,6m-1m,0.789,34.74,44.04,0.939,1.38
10,15,50,25,0.8,6m,0.789,39.56,50.11,1.011,1.463
0,5,60,35,0.4,6m,0.789,40.43,51.25,1.005,1.562
15,5,65,15,0.8,6m-1m,0.789,44.34,56.19,1.073,1.619
15,10,20,55,0.6,12m,0.789,35.19,44.59,0.964,1.339
20,35,10,35,0.4,12m,0.789,30.73,38.95,0.897,1.294
15,25,15,45,1.0,12m-1m,0.788,29.77,37.76,0.865,1.191
0,5,55,40,0.4,6m,0.788,42.34,53.73,1.059,1.623
20,35,5,40,0.3,12m,0.788,30.57,38.78,0.911,1.334
0,35,5,60,1.0,12m,0.788,34.72,44.08,0.967,1.413
0,5,70,25,0.4,6m,0.788,43.98,55.85,1.055,1.562
0,35,10,55,0.8,12m,0.788,34.21,43.41,0.955,1.402
20,20,20,40,0.8,12m-1m,0.788,31.34,39.79,0.893,1.27
20,15,30,35,0.6,6m,0.788,38.91,49.37,1.011,1.416
20,30,10,40,0.4,12m,0.788,29.41,37.31,0.874,1.271
20,15,15,50,0.5,12m,0.788,32.14,40.8,0.902,1.158
15,0,60,25,0.8,12m,0.788,43.41,55.06,1.06,1.575
5,10,35,50,0.5,6m-1m,0.788,33.24,42.18,0.924,1.305
0,5,65,30,0.6,12m-1m,0.788,43.07,54.67,1.05,1.611
20,20,10,50,0.9,12m,0.788,28.6,36.29,0.848,1.106
0,0,55,45,1.0,6m-1m,0.787,39.37,50.02,1.006,1.514
25,0,45,30,0.9,12m,0.787,37.26,47.37,0.998,1.47
10,25,35,30,0.5,6m-1m,0.787,37.3,47.38,0.973,1.412
15,30,15,40,0.9,6m-1m,0.787,37.13,47.17,1.014,1.467
25,10,25,40,0.5,6m-1m,0.787,30.03,38.13,0.864,1.171
20,20,15,45,1.0,12m-1m,0.787,27.51,34.96,0.835,1.133
5,0,55,40,0.8,6m,0.787,40.69,51.7,1.037,1.521
15,25,25,35,0.4,6m-1m,0.787,32.62,41.46,0.905,1.318
15,0,55,30,0.8,12m-1m,0.787,39.93,50.75,1.011,1.472
0,0,75,25,0.3,12m,0.787,47.85,60.83,1.1,1.659
15,0,55,30,0.8,12m,0.786,38.35,48.8,0.979,1.448
20,30,15,35,1.0,12m,0.786,30.25,38.48,0.874,1.219
15,0,65,20,0.3,6m-1m,0.786,45.55,57.92,1.104,1.655
25,5,20,50,0.9,12m-1m,0.786,34.21,43.54,0.976,1.364
10,35,5,50,0.3,6m-1m,0.786,34.43,43.83,0.968,1.411
25,15,30,30,0.8,12m,0.786,33.75,42.92,0.926,1.313
5,20,40,35,0.7,12m,0.786,37.82,48.12,0.967,1.476
15,25,35,25,0.9,12m-1m,0.786,35.94,45.74,0.956,1.37
0,10,40,50,0.6,12m-1m,0.786,41.7,53.07,1.044,1.582
10,5,55,30,0.3,12m,0.786,46.96,59.75,1.108,1.64
10,35,5,50,0.7,12m,0.786,32.86,41.8,0.933,1.381
10,25,20,45,0.8,12m-1m,0.786,36.94,46.99,0.985,1.426
0,5,35,60,0.8,12m,0.786,37.57,47.82,0.981,1.368
25,0,45,30,0.7,12m-1m,0.786,34.66,44.09,0.941,1.408
30,0,50,20,0.7,6m,0.786,37.54,47.77,1.001,1.448
15,0,60,25,0.8,12m-1m,0.786,39.79,50.65,1.004,1.448
0,10,35,55,0.7,6m-1m,0.786,34.12,43.42,0.929,1.334
10,20,15,55,0.9,12m-1m,0.786,28.87,36.73,0.846,1.173
15,20,10,55,0.8,12m-1m,0.786,30.11,38.32,0.895,1.221
20,10,20,50,0.9,12m,0.785,32.89,41.88,0.908,1.168
20,5,55,20,1.0,12m,0.785,38.31,48.82,0.997,1.442
15,20,15,50,1.0,12m-1m,0.785,30.34,38.65,0.891,1.227
5,0,50,45,0.5,12m-1m,0.785,34.78,44.29,0.93,1.325
10,20,25,45,0.3,6m,0.785,38.71,49.32,1.002,1.475
25,0,40,35,0.8,12m,0.785,40.43,51.5,1.043,1.577
5,20,25,50,1.0,12m-1m,0.785,32.67,41.63,0.898,1.264
15,0,35,50,0.8,6m,0.785,36.17,46.05,0.964,1.359
15,10,35,40,1.0,6m-1m,0.785,33.44,42.61,0.911,1.301
20,10,25,45,0.6,6m,0.785,39.32,50.11,1.02,1.433
5,10,35,50,1.0,6m-1m,0.785,30.9,39.36,0.88,1.264
5,5,35,55,1.0,6m-1m,0.785,32.88,41.87,0.911,1.269
20,0,55,25,1.0,6m,0.785,38.14,48.59,0.981,1.326
5,15,35,45,1.0,6m-1m,0.785,32.01,40.79,0.889,1.303
15,5,40,40,0.7,6m-1m,0.785,32.7,41.63,0.893,1.309
0,20,20,60,0.9,12m,0.785,36.42,46.41,0.973,1.381
5,15,55,25,0.3,12m-1m,0.785,47.04,59.9,1.112,1.709
