v,q,g,m,mom,calmar,cagr,mdd,sharpe,sortino
35,0,30,35,6m,0.544,21.43,39.37,0.701,1.074
0,35,50,15,6m-1m,0.544,25.33,46.58,0.757,1.112
25,5,60,10,12m-1m,0.543,26.24,48.31,0.777,1.111
25,25,30,20,12m-1m,0.542,23.93,44.12,0.742,1.067
5,15,60,20,6m,0.541,27.01,49.93,0.773,1.143
20,30,15,35,6m-1m,0.541,30.71,56.78,0.899,1.283
30,20,15,35,6m,0.54,26.29,48.65,0.784,1.135
20,0,60,20,6m-1m,0.539,29.01,53.82,0.823,1.136
5,30,50,15,6m-1m,0.539,27.97,51.93,0.808,1.176
15,5,60,20,12m-1m,0.539,27.34,50.75,0.794,1.158
10,40,20,30,12m-1m,0.539,27.67,51.34,0.824,1.218
20,5,60,15,6m,0.538,27.67,51.44,0.797,1.126
15,25,45,15,12m,0.538,26.89,49.96,0.793,1.165
20,40,25,15,12m-1m,0.538,24.75,46.03,0.756,1.129
0,30,60,10,12m,0.537,28.2,52.55,0.804,1.191
35,20,10,35,6m-1m,0.537,26.31,48.97,0.825,1.133
10,30,45,15,12m,0.537,26.76,49.85,0.786,1.157
35,5,45,15,12m,0.537,27.01,50.32,0.802,1.206
20,5,60,15,12m,0.537,27.45,51.15,0.786,1.089
35,10,35,20,12m-1m,0.536,26.45,49.34,0.806,1.135
30,20,30,20,12m,0.536,26.17,48.86,0.79,1.095
30,20,15,35,6m-1m,0.536,24.84,46.37,0.78,1.057
0,30,60,10,6m-1m,0.535,27.3,51.05,0.786,1.159
30,0,60,10,12m,0.535,25.27,47.2,0.753,1.067
35,15,35,15,12m,0.535,25.68,47.98,0.782,1.119
20,0,65,15,6m-1m,0.533,26.36,49.44,0.776,1.07
40,0,35,25,12m,0.533,23.34,43.83,0.745,1.058
25,35,20,20,12m-1m,0.532,25.24,47.41,0.764,1.053
30,0,10,60,6m,0.532,23.73,44.64,0.749,1.081
35,5,35,25,6m-1m,0.531,26.32,49.59,0.808,1.179
25,20,45,10,6m-1m,0.531,20.38,38.37,0.666,0.961
30,20,40,10,12m-1m,0.531,21.13,39.82,0.685,0.991
30,5,35,30,6m,0.53,26.49,49.96,0.803,1.185
10,25,40,25,6m-1m,0.529,28.8,54.5,0.826,1.223
25,30,25,20,12m,0.529,26.03,49.23,0.778,1.117
30,5,40,25,6m-1m,0.528,28.04,53.07,0.845,1.248
35,15,10,40,12m-1m,0.528,26.3,49.83,0.828,1.119
0,40,35,25,12m-1m,0.528,30.79,58.27,0.853,1.254
30,0,50,20,6m,0.527,28.43,53.93,0.82,1.147
40,5,30,25,12m,0.527,23.82,45.22,0.762,1.094
20,5,65,10,6m,0.527,24.39,46.28,0.732,1.026
15,20,50,15,6m-1m,0.527,24.86,47.19,0.745,1.081
30,10,30,30,6m-1m,0.527,27.37,51.96,0.833,1.194
0,35,45,20,12m,0.526,29.57,56.27,0.829,1.159
35,15,35,15,12m-1m,0.525,26.16,49.79,0.796,1.114
10,30,40,20,6m-1m,0.525,23.15,44.09,0.724,1.071
30,5,45,20,6m-1m,0.525,28.43,54.11,0.843,1.226
10,35,30,25,6m,0.525,28.9,55.08,0.83,1.246
40,5,20,35,6m-1m,0.523,22.74,43.47,0.754,1.134
40,10,30,20,12m,0.523,24.56,46.94,0.772,1.11
10,0,70,20,12m-1m,0.523,27.81,53.21,0.792,1.168
10,40,20,30,6m-1m,0.522,24.57,47.1,0.763,1.117
30,5,30,35,6m,0.521,23.0,44.14,0.726,1.073
0,5,70,25,6m-1m,0.521,27.96,53.64,0.793,1.202
15,0,70,15,12m,0.521,26.46,50.78,0.77,1.065
30,0,55,15,12m,0.521,23.88,45.8,0.726,1.009
40,15,30,15,12m,0.521,24.87,47.71,0.789,1.118
20,10,55,15,6m,0.521,27.21,52.21,0.785,1.102
5,5,70,20,6m-1m,0.52,26.31,50.57,0.76,1.134
30,25,10,35,12m-1m,0.517,22.24,42.98,0.743,1.001
35,15,35,15,6m,0.517,28.27,54.65,0.829,1.153
35,15,30,20,12m-1m,0.516,26.31,51.02,0.81,1.136
25,40,20,15,12m-1m,0.516,24.3,47.1,0.752,1.071
35,0,50,15,12m,0.514,28.07,54.65,0.824,1.212
40,10,15,35,6m-1m,0.514,23.3,45.38,0.762,1.116
20,35,10,35,12m-1m,0.514,24.13,46.94,0.77,1.098
35,0,10,55,6m-1m,0.513,23.11,45.05,0.761,1.144
25,15,40,20,6m-1m,0.512,24.75,48.29,0.768,1.115
15,5,65,15,6m-1m,0.511,25.55,50.05,0.756,1.055
0,35,50,15,6m,0.511,24.92,48.78,0.743,1.115
35,20,25,20,12m-1m,0.511,22.63,44.29,0.735,1.045
20,20,45,15,12m-1m,0.511,22.16,43.34,0.706,1.025
20,5,65,10,12m-1m,0.51,26.34,51.63,0.763,1.069
35,15,30,20,6m-1m,0.51,22.85,44.79,0.736,1.059
20,40,20,20,6m,0.509,25.37,49.87,0.78,1.156
25,0,60,15,6m-1m,0.509,25.35,49.84,0.758,1.065
5,15,65,15,12m-1m,0.509,25.93,50.94,0.755,1.113
20,20,45,15,6m,0.509,22.41,44.03,0.707,1.022
35,10,30,25,12m,0.507,25.2,49.73,0.777,1.127
35,10,20,35,6m-1m,0.507,24.89,49.12,0.781,1.084
5,20,65,10,12m-1m,0.506,24.71,48.85,0.731,1.075
20,35,15,30,6m-1m,0.505,28.31,56.03,0.846,1.215
10,25,50,15,6m-1m,0.505,25.7,50.88,0.761,1.08
10,0,70,20,6m-1m,0.504,26.46,52.48,0.772,1.105
35,0,40,25,12m-1m,0.504,22.65,44.98,0.732,1.07
5,10,70,15,12m,0.504,24.71,49.02,0.733,1.089
10,25,50,15,6m,0.502,24.98,49.73,0.748,1.083
35,5,20,40,6m,0.501,24.09,48.12,0.75,1.071
40,15,25,20,6m-1m,0.501,25.16,50.24,0.792,1.145
40,10,35,15,6m-1m,0.5,24.65,49.28,0.778,1.133
40,10,10,40,6m-1m,0.5,21.99,43.97,0.738,1.037
25,35,25,15,12m,0.5,23.74,47.5,0.732,1.021
35,0,35,30,6m-1m,0.5,25.95,51.91,0.798,1.155
10,35,35,20,12m,0.5,24.22,48.48,0.739,1.088
15,5,65,15,12m-1m,0.5,25.59,51.21,0.76,1.092
30,15,20,35,6m-1m,0.499,26.18,52.47,0.793,1.085
5,30,55,10,12m-1m,0.498,24.53,49.29,0.742,1.107
40,15,15,30,12m-1m,0.498,21.36,42.9,0.724,0.996
35,15,30,20,6m,0.498,27.03,54.23,0.812,1.144
30,15,30,25,12m,0.498,26.26,52.78,0.789,1.1
20,25,10,45,6m,0.498,26.96,54.15,0.816,1.149
40,20,20,20,6m,0.497,19.39,39.01,0.668,0.979
35,20,35,10,12m-1m,0.497,27.66,55.61,0.822,1.144
15,0,65,20,6m-1m,0.496,27.01,54.44,0.781,1.066
25,35,25,15,6m-1m,0.495,23.11,46.69,0.722,1.041
30,20,25,25,6m,0.495,24.46,49.4,0.756,1.077
40,30,15,15,6m-1m,0.494,19.99,40.43,0.68,0.956
20,10,60,10,6m-1m,0.494,24.7,49.99,0.744,1.1
25,5,45,25,6m-1m,0.494,28.35,57.42,0.852,1.209
0,35,40,25,12m-1m,0.494,27.69,56.06,0.797,1.187
20,30,35,15,6m-1m,0.493,23.1,46.91,0.727,1.067
20,15,55,10,12m-1m,0.493,27.58,55.92,0.798,1.142
0,35,45,20,6m-1m,0.493,23.46,47.53,0.72,1.061
30,15,45,10,12m,0.493,26.33,53.44,0.785,1.103
20,15,55,10,12m,0.492,26.7,54.27,0.78,1.131
30,20,35,15,12m-1m,0.492,24.26,49.31,0.746,1.058
15,40,20,25,12m,0.491,26.62,54.19,0.799,1.17
15,30,30,25,6m-1m,0.49,24.55,50.15,0.756,1.091
10,5,65,20,12m-1m,0.49,25.72,52.47,0.752,1.118
30,0,50,20,6m-1m,0.49,25.97,53.03,0.789,1.134
25,35,30,10,6m,0.49,20.7,42.22,0.671,0.972
10,20,60,10,12m,0.49,24.88,50.8,0.743,1.093
40,30,10,20,6m,0.49,18.76,38.28,0.653,0.951
5,35,35,25,12m,0.488,27.72,56.8,0.8,1.183
5,20,60,15,6m-1m,0.488,24.54,50.3,0.735,1.087
5,10,65,20,6m,0.487,26.28,53.95,0.756,1.113
40,0,10,50,12m,0.487,19.33,39.66,0.68,0.909
25,15,45,15,6m,0.487,22.18,45.54,0.703,0.97
40,20,15,25,6m-1m,0.487,18.85,38.71,0.657,0.92
40,35,10,15,12m,0.486,21.16,43.55,0.705,1.051
35,15,35,15,6m-1m,0.486,26.72,54.93,0.804,1.121
40,10,20,30,12m,0.485,20.76,42.84,0.706,1.047
20,35,20,25,6m,0.485,24.16,49.8,0.751,1.072
25,5,10,60,12m,0.485,23.1,47.66,0.729,0.982
15,35,20,30,12m-1m,0.485,23.73,48.91,0.74,1.058
30,15,40,15,12m,0.485,23.46,48.41,0.733,1.043
30,20,25,25,12m,0.484,25.58,52.87,0.776,1.069
5,40,30,25,12m-1m,0.483,26.15,54.12,0.773,1.144
10,10,60,20,6m,0.483,24.77,51.27,0.736,1.07
15,10,65,10,12m-1m,0.483,26.16,54.13,0.768,1.109
20,25,40,15,6m-1m,0.482,21.86,45.38,0.702,1.032
5,15,60,20,6m-1m,0.481,25.73,53.51,0.758,1.116
25,20,10,45,6m,0.481,20.16,41.93,0.678,0.939
5,40,30,25,6m,0.481,27.58,57.33,0.804,1.201
30,15,35,20,12m,0.48,23.33,48.64,0.729,1.005
15,0,70,15,6m-1m,0.48,23.62,49.23,0.716,1.013
25,5,55,15,6m,0.48,23.83,49.66,0.725,1.012
40,5,25,30,12m,0.479,20.5,42.83,0.688,0.979
20,25,10,45,6m-1m,0.478,27.06,56.61,0.847,1.209
30,5,10,55,6m,0.477,20.93,43.87,0.688,0.991
35,25,30,10,12m,0.477,23.92,50.15,0.753,1.101
10,5,65,20,6m-1m,0.476,23.93,50.26,0.723,1.052
40,15,30,15,12m-1m,0.476,19.52,41.02,0.668,0.955
5,30,40,25,12m,0.476,25.36,53.28,0.758,1.117
0,35,55,10,6m,0.476,25.67,53.91,0.755,1.149
25,25,15,35,6m-1m,0.475,26.31,55.39,0.8,1.125
30,15,10,45,6m,0.475,20.12,42.32,0.671,0.935
40,10,10,40,12m-1m,0.475,24.42,51.44,0.797,1.057
40,15,35,10,12m-1m,0.475,22.2,46.7,0.729,1.068
20,35,35,10,6m,0.475,20.73,43.63,0.669,0.991
10,35,35,20,12m-1m,0.474,23.65,49.91,0.734,1.069
30,20,40,10,12m,0.474,22.41,47.31,0.707,1.013
40,35,10,15,6m-1m,0.473,18.73,39.58,0.657,0.907
25,40,15,20,12m-1m,0.473,22.08,46.68,0.711,1.02
15,30,35,20,6m-1m,0.473,23.63,50.0,0.732,1.04
20,40,25,15,12m,0.472,21.52,45.58,0.692,1.008
35,20,35,10,12m,0.472,25.96,55.04,0.782,1.11
35,20,30,15,6m-1m,0.472,21.84,46.3,0.713,0.98
30,40,20,10,12m-1m,0.471,21.63,45.89,0.697,0.974
30,20,30,20,6m-1m,0.47,25.48,54.22,0.783,1.084
30,15,35,20,6m-1m,0.47,24.83,52.8,0.768,1.065
40,0,15,45,12m-1m,0.47,23.44,49.87,0.758,0.995
40,10,25,25,6m-1m,0.47,20.25,43.05,0.69,1.009
40,35,15,10,6m-1m,0.47,20.21,42.96,0.693,0.994
25,25,10,40,6m-1m,0.469,25.46,54.25,0.8,1.087
40,15,20,25,6m-1m,0.468,21.89,46.77,0.727,1.037
20,10,60,10,12m-1m,0.468,26.12,55.86,0.769,1.11
30,35,20,15,12m-1m,0.468,22.48,47.99,0.713,1.005
5,35,50,10,12m-1m,0.468,24.14,51.59,0.734,1.099
0,20,70,10,12m,0.467,26.14,55.92,0.752,1.094
10,40,10,40,6m,0.467,24.85,53.25,0.761,1.063
5,35,40,20,12m-1m,0.466,25.23,54.09,0.758,1.107
20,25,40,15,12m,0.466,20.71,44.42,0.676,0.998
0,35,50,15,12m,0.465,27.29,58.76,0.791,1.158
30,40,20,10,12m,0.465,22.04,47.36,0.708,0.988
35,15,25,25,6m-1m,0.465,21.71,46.66,0.712,1.007
20,20,40,20,6m,0.465,19.89,42.82,0.657,0.966
25,35,20,20,6m-1m,0.464,22.76,49.02,0.72,1.009
15,5,65,15,6m,0.461,23.82,51.71,0.721,0.993
40,5,20,35,12m-1m,0.46,20.68,44.99,0.709,1.002
40,15,20,25,12m,0.46,18.88,41.03,0.657,0.978
15,40,25,20,12m-1m,0.459,23.01,50.15,0.724,1.053
30,10,40,20,12m-1m,0.459,23.29,50.68,0.74,1.1
30,10,35,25,6m,0.459,24.67,53.7,0.773,1.099
15,40,10,35,12m,0.458,24.66,53.83,0.764,1.118
35,5,20,40,12m-1m,0.458,22.57,49.3,0.732,0.93
5,15,55,25,6m-1m,0.458,26.76,58.43,0.779,1.15
15,35,30,20,6m,0.458,25.27,55.22,0.765,1.094
5,30,55,10,6m-1m,0.458,23.12,50.49,0.713,1.046
20,40,15,25,12m-1m,0.457,23.51,51.44,0.745,1.074
25,5,40,30,6m-1m,0.457,25.98,56.78,0.79,1.074
35,15,20,30,6m,0.457,20.67,45.26,0.679,0.946
5,40,30,25,6m-1m,0.456,26.71,58.63,0.796,1.203
15,40,20,25,6m-1m,0.455,22.83,50.18,0.723,1.033
40,25,25,10,12m,0.455,20.78,45.65,0.698,1.039
40,10,35,15,12m,0.455,22.27,48.9,0.725,1.017
15,35,25,25,6m-1m,0.454,23.36,51.51,0.73,1.057
30,35,20,15,12m,0.454,21.31,46.96,0.689,0.964
0,10,70,20,6m-1m,0.452,24.4,53.98,0.725,1.072
30,15,40,15,12m-1m,0.452,22.0,48.71,0.705,1.011
35,0,45,20,6m-1m,0.452,27.77,61.48,0.834,1.2
25,5,35,35,6m-1m,0.451,25.6,56.73,0.784,1.036
20,5,65,10,12m,0.451,24.9,55.16,0.741,1.036
30,20,25,25,6m-1m,0.45,25.04,55.69,0.777,1.089
15,35,30,20,12m,0.45,20.99,46.62,0.678,0.97
10,10,65,15,12m-1m,0.45,24.49,54.36,0.733,1.07
10,30,40,20,12m,0.449,24.47,54.52,0.744,1.088
35,20,35,10,6m,0.449,25.71,57.27,0.777,1.081
35,10,10,45,12m-1m,0.449,24.5,54.59,0.781,0.987
30,30,25,15,12m,0.446,22.13,49.61,0.703,0.984
35,5,15,45,6m,0.446,19.76,44.28,0.664,0.975
15,35,10,40,6m-1m,0.446,24.5,54.97,0.769,1.107
15,40,25,20,6m,0.445,23.68,53.19,0.745,1.077
35,10,20,35,6m,0.445,21.7,48.73,0.693,0.981
20,5,60,15,6m-1m,0.444,22.19,50.01,0.687,0.947
5,35,40,20,12m,0.444,24.03,54.18,0.732,1.089
25,35,25,15,12m-1m,0.444,22.97,51.7,0.714,1.013
5,5,65,25,6m-1m,0.443,25.02,56.48,0.739,1.102
30,0,35,35,6m-1m,0.442,24.61,55.64,0.774,1.138
10,15,60,15,6m,0.441,21.74,49.26,0.682,0.984
20,35,30,15,6m,0.441,21.4,48.48,0.683,0.992
10,40,25,25,12m-1m,0.44,24.0,54.5,0.744,1.101
25,20,45,10,6m,0.44,19.54,44.44,0.65,0.923
35,10,40,15,12m-1m,0.44,22.13,50.31,0.715,1.01
10,5,70,15,12m,0.439,22.58,51.42,0.694,1.002
40,30,20,10,6m-1m,0.438,19.76,45.1,0.676,0.965
25,20,25,30,6m,0.438,26.12,59.57,0.787,1.108
30,35,25,10,12m-1m,0.438,20.89,47.69,0.68,0.97
30,30,10,30,12m,0.438,19.81,45.27,0.681,0.957
30,25,20,25,12m,0.438,22.65,51.69,0.719,0.99
35,10,30,25,6m-1m,0.437,20.48,46.81,0.682,0.969
5,30,55,10,6m,0.437,23.93,54.77,0.724,1.065
30,15,45,10,12m-1m,0.436,24.35,55.87,0.747,1.07
10,10,65,15,6m,0.436,24.3,55.67,0.727,1.044
5,25,60,10,6m-1m,0.436,23.26,53.37,0.709,1.038
30,35,25,10,6m-1m,0.435,19.15,44.06,0.644,0.888
40,10,35,15,6m,0.435,23.9,54.97,0.757,1.079
10,30,50,10,12m-1m,0.435,23.64,54.3,0.721,1.036
15,30,40,15,12m-1m,0.435,22.77,52.32,0.711,1.049
40,5,20,35,6m,0.434,22.15,50.98,0.719,1.052
40,20,10,30,6m,0.434,20.15,46.39,0.688,1.002
15,30,40,15,6m-1m,0.434,21.4,49.33,0.688,0.993
20,15,55,10,6m,0.433,23.68,54.75,0.724,1.049
30,25,15,30,12m-1m,0.433,21.88,50.49,0.713,0.983
20,5,15,60,6m,0.433,24.96,57.67,0.764,1.104
35,15,15,35,6m-1m,0.433,20.93,48.32,0.704,0.977
15,40,15,30,12m,0.432,23.41,54.16,0.734,1.057
35,0,45,20,6m,0.432,24.63,56.98,0.764,1.111
30,0,30,40,6m,0.432,21.83,50.58,0.7,1.043
25,0,60,15,12m-1m,0.431,23.5,54.56,0.721,1.052
20,40,10,30,6m-1m,0.431,22.93,53.2,0.732,1.048
0,10,70,20,6m,0.43,22.47,52.24,0.685,1.032
25,25,30,20,6m-1m,0.43,23.68,55.12,0.739,1.059
5,10,65,20,6m-1m,0.43,22.48,52.25,0.689,1.013
25,5,60,10,12m,0.429,23.43,54.68,0.715,0.982
25,25,10,40,6m,0.429,22.01,51.3,0.707,0.966
15,20,50,15,12m-1m,0.429,23.32,54.32,0.717,1.036
30,5,50,15,6m-1m,0.429,22.19,51.72,0.704,1.012
30,30,25,15,12m-1m,0.428,22.16,51.82,0.705,1.015
40,5,25,30,6m-1m,0.428,19.24,44.97,0.668,0.973
40,0,25,35,12m,0.427,22.72,53.17,0.73,0.953
15,10,60,15,6m-1m,0.427,22.05,51.62,0.688,0.989
10,30,50,10,12m,0.427,22.23,52.01,0.695,1.008
0,35,50,15,12m-1m,0.427,24.16,56.57,0.733,1.078
5,40,35,20,12m-1m,0.427,23.18,54.28,0.726,1.084
10,5,70,15,6m-1m,0.427,21.44,50.25,0.675,0.982
20,25,35,20,6m,0.426,19.1,44.85,0.643,0.945
10,10,70,10,6m,0.426,22.32,52.39,0.693,1.011
40,15,10,35,12m,0.426,18.83,44.22,0.667,0.925
25,10,35,30,6m-1m,0.425,26.0,61.19,0.789,1.042
40,0,35,25,6m-1m,0.425,22.52,53.0,0.734,1.083
40,0,15,45,12m,0.424,16.97,40.01,0.617,0.82
30,35,25,10,6m,0.424,20.97,49.49,0.682,0.958
0,30,60,10,12m-1m,0.423,23.49,55.48,0.716,1.034
30,5,45,20,12m-1m,0.423,24.22,57.3,0.749,1.073
5,25,60,10,12m-1m,0.423,23.99,56.65,0.725,1.046
35,10,30,25,12m-1m,0.423,22.08,52.15,0.719,1.009
35,5,40,20,6m,0.423,23.69,55.94,0.746,1.058
15,40,10,35,6m-1m,0.423,24.09,56.94,0.755,1.09
40,0,25,35,6m-1m,0.423,19.85,46.95,0.68,1.002
10,10,60,20,6m-1m,0.423,22.66,53.53,0.698,1.004
35,5,30,30,6m-1m,0.422,21.03,49.88,0.695,1.004
40,0,20,40,6m,0.422,20.8,49.3,0.686,0.981
35,25,25,15,12m-1m,0.421,22.21,52.79,0.719,1.035
10,35,35,20,6m,0.42,23.08,54.91,0.72,1.063
0,40,40,20,12m,0.42,22.2,52.81,0.697,1.038
35,20,10,35,12m-1m,0.42,20.3,48.31,0.701,0.963
10,10,70,10,6m-1m,0.42,22.92,54.55,0.703,1.017
35,20,15,30,12m,0.42,17.57,41.81,0.622,0.895
35,15,20,30,12m,0.42,18.79,44.74,0.646,0.939
30,15,30,25,12m-1m,0.419,23.15,55.28,0.73,1.028
20,35,25,20,6m,0.419,21.94,52.34,0.699,1.002
40,10,15,35,12m,0.418,19.32,46.21,0.679,0.98
35,20,30,15,6m,0.417,22.86,54.76,0.727,1.011
0,15,70,15,12m-1m,0.417,24.08,57.81,0.718,1.053
30,20,35,15,12m,0.417,20.61,49.37,0.667,0.93
20,0,65,15,12m-1m,0.417,21.65,51.85,0.683,0.93
10,10,70,10,12m,0.416,22.2,53.42,0.69,0.962
30,15,30,25,6m-1m,0.416,22.1,53.07,0.72,0.989
10,30,45,15,6m,0.416,20.36,48.94,0.658,0.959
40,10,20,30,12m-1m,0.415,18.26,43.96,0.653,0.904
35,10,15,40,6m-1m,0.415,22.39,54.01,0.724,0.956
10,20,50,20,6m,0.414,21.41,51.66,0.677,0.996
35,20,30,15,12m-1m,0.414,22.25,53.77,0.721,1.012
35,5,25,35,6m,0.414,18.8,45.4,0.641,0.93
30,0,60,10,6m,0.413,19.15,46.33,0.634,0.905
40,0,10,50,12m-1m,0.413,23.32,56.51,0.77,0.993
40,0,15,45,6m-1m,0.413,20.06,48.58,0.688,1.007
10,15,55,20,6m-1m,0.412,22.55,54.66,0.696,1.023
20,25,40,15,6m,0.412,19.7,47.84,0.657,0.978
40,5,25,30,6m,0.411,19.35,47.09,0.656,0.966
30,5,55,10,6m,0.411,21.07,51.25,0.669,0.944
20,40,10,30,12m,0.411,20.85,50.75,0.688,0.978
10,5,70,15,12m-1m,0.411,22.83,55.54,0.701,1.015
30,10,45,15,6m-1m,0.41,21.11,51.49,0.686,0.95
25,25,35,15,6m-1m,0.41,21.3,52.0,0.685,0.965
0,30,60,10,6m,0.409,23.19,56.66,0.706,1.051
25,40,15,20,12m,0.409,19.95,48.75,0.665,0.94
35,20,10,35,12m,0.409,18.47,45.2,0.648,0.909
40,10,30,20,6m-1m,0.409,20.47,50.03,0.689,1.002
20,30,25,25,6m,0.409,20.67,50.5,0.678,0.967
35,20,15,30,6m-1m,0.408,18.27,44.73,0.642,0.887
20,30,35,15,6m,0.408,19.4,47.55,0.647,0.95
20,10,60,10,12m,0.408,22.45,54.97,0.692,0.953
35,5,40,20,12m-1m,0.407,22.87,56.2,0.738,1.021
30,25,25,20,12m,0.407,21.09,51.76,0.687,0.955
40,5,10,45,12m-1m,0.407,24.05,59.13,0.773,0.982
35,0,40,25,6m-1m,0.407,24.04,59.11,0.757,1.111
40,10,25,25,12m,0.406,16.0,39.45,0.587,0.849
30,20,10,40,6m-1m,0.405,22.2,54.85,0.736,0.996
30,30,10,30,12m-1m,0.405,17.94,44.28,0.64,0.895
15,40,25,20,6m-1m,0.405,20.66,51.03,0.678,0.971
10,10,70,10,12m-1m,0.405,22.54,55.67,0.7,1.004
35,25,25,15,12m,0.404,23.5,58.11,0.748,1.081
40,15,10,35,12m-1m,0.404,20.93,51.85,0.721,0.958
15,15,55,15,6m-1m,0.403,21.57,53.58,0.676,0.974
40,5,30,25,6m-1m,0.403,20.34,50.44,0.685,1.009
40,25,15,20,6m,0.403,16.1,39.99,0.588,0.882
30,25,10,35,12m,0.403,19.49,48.34,0.67,0.924
30,20,25,25,12m-1m,0.402,22.8,56.65,0.722,1.029
20,40,30,10,12m-1m,0.402,19.28,47.94,0.644,0.956
10,40,25,25,12m,0.401,21.37,53.27,0.682,1.013
20,40,30,10,6m,0.401,20.1,50.14,0.657,0.947
10,15,65,10,6m,0.4,21.27,53.15,0.674,0.986
15,20,50,15,12m,0.4,21.16,52.96,0.675,0.969
0,25,65,10,6m,0.399,21.88,54.83,0.677,1.021
35,20,20,25,12m,0.398,20.76,52.15,0.694,1.001
25,30,15,30,6m,0.398,22.86,57.46,0.725,0.994
35,0,30,35,6m-1m,0.397,19.36,48.78,0.656,0.955
15,25,45,15,6m,0.397,20.07,50.5,0.66,0.965
15,40,25,20,12m,0.396,20.2,50.96,0.666,0.967
5,5,70,20,6m,0.396,22.4,56.5,0.684,0.997
40,0,20,40,12m-1m,0.396,19.42,49.07,0.67,0.844
5,35,50,10,6m-1m,0.396,20.91,52.81,0.67,0.989
25,10,40,25,6m,0.396,23.08,58.34,0.73,1.041
30,5,55,10,6m-1m,0.396,19.13,48.24,0.632,0.884
0,35,45,20,6m,0.395,22.38,56.72,0.696,1.017
25,40,20,15,12m,0.395,19.93,50.42,0.658,0.922
35,5,40,20,12m,0.394,20.34,51.69,0.679,0.967
15,35,25,25,6m,0.394,22.31,56.61,0.714,1.038
15,25,45,15,6m-1m,0.393,20.39,51.87,0.662,0.951
40,0,30,30,6m,0.393,18.68,47.48,0.643,0.957
10,40,30,20,6m-1m,0.393,21.26,54.11,0.688,1.011
25,25,15,35,6m,0.393,24.39,62.09,0.747,1.045
35,5,45,15,6m-1m,0.393,22.65,57.69,0.723,1.051
35,5,45,15,6m,0.393,20.74,52.84,0.685,0.975
25,25,25,25,6m,0.392,22.61,57.75,0.717,1.01
25,10,40,25,6m-1m,0.392,21.7,55.37,0.707,1.015
40,25,10,25,6m-1m,0.391,14.94,38.2,0.566,0.793
10,15,55,20,6m,0.391,20.51,52.42,0.654,0.958
15,30,35,20,6m,0.391,18.71,47.9,0.63,0.914
5,35,50,10,6m,0.391,22.2,56.75,0.694,1.041
30,25,20,25,12m-1m,0.39,22.03,56.48,0.705,0.984
30,10,40,20,6m,0.39,21.73,55.72,0.708,0.977
20,5,15,60,12m,0.39,17.69,45.4,0.613,0.802
25,25,25,25,6m-1m,0.39,21.08,54.07,0.688,0.975
20,40,15,25,6m,0.39,18.31,46.93,0.632,0.906
30,25,35,10,12m-1m,0.39,19.26,49.38,0.649,0.922
20,30,35,15,12m-1m,0.389,18.59,47.83,0.627,0.916
30,10,35,25,6m-1m,0.389,24.6,63.16,0.765,1.076
20,30,30,20,6m,0.389,21.47,55.2,0.691,1.017
35,10,40,15,6m-1m,0.389,22.89,58.85,0.729,1.035
25,0,60,15,6m,0.388,19.27,49.61,0.637,0.886
5,35,45,15,12m-1m,0.387,19.96,51.58,0.652,0.959
5,15,65,15,6m,0.387,21.37,55.16,0.669,0.981
35,5,30,30,6m,0.386,21.49,55.64,0.697,1.013
30,25,25,20,6m-1m,0.386,21.04,54.43,0.692,0.967
25,0,65,10,12m,0.386,19.8,51.27,0.646,0.898
30,20,30,20,12m-1m,0.384,20.34,52.98,0.672,0.942
30,40,15,15,12m,0.384,18.39,47.9,0.64,0.923
35,10,40,15,6m,0.384,21.62,56.37,0.701,0.986
30,5,35,30,6m-1m,0.384,22.5,58.51,0.722,0.985
35,20,25,20,6m,0.383,22.28,58.21,0.722,1.014
30,25,25,20,12m-1m,0.382,21.12,55.34,0.685,0.946
15,35,35,15,12m,0.382,20.16,52.72,0.661,0.966
40,10,20,30,6m-1m,0.382,19.35,50.58,0.668,0.988
5,15,70,10,12m,0.382,19.87,52.03,0.64,0.941
30,5,50,15,6m,0.381,20.75,54.42,0.661,0.904
30,25,15,30,6m,0.381,19.0,49.79,0.644,0.92
30,20,20,30,6m-1m,0.381,23.3,61.2,0.741,1.013
35,30,15,20,12m-1m,0.38,20.97,55.22,0.705,1.015
40,0,35,25,12m-1m,0.38,20.17,53.08,0.684,0.976
5,15,70,10,12m-1m,0.38,20.16,53.09,0.644,0.952
40,30,20,10,6m,0.379,18.71,49.41,0.647,0.968
40,30,20,10,12m,0.378,19.71,52.19,0.673,0.994
25,35,30,10,6m-1m,0.378,16.97,44.89,0.591,0.851
15,15,60,10,6m-1m,0.377,21.81,57.83,0.683,0.993
30,10,45,15,6m,0.377,19.62,52.05,0.651,0.914
15,40,15,30,6m-1m,0.376,20.3,53.93,0.676,0.972
35,5,30,30,12m-1m,0.376,17.6,46.8,0.624,0.884
0,25,60,15,6m-1m,0.376,19.93,53.01,0.645,0.958
40,10,15,35,12m-1m,0.375,17.35,46.26,0.627,0.852
25,20,40,15,6m,0.375,18.53,49.45,0.627,0.898
35,15,15,35,12m-1m,0.374,18.16,48.56,0.644,0.876
35,35,10,20,6m-1m,0.374,18.48,49.43,0.643,0.874
20,20,50,10,12m-1m,0.374,19.67,52.6,0.643,0.916
25,10,55,10,6m,0.374,19.62,52.41,0.642,0.888
25,35,30,10,12m,0.374,17.19,46.0,0.597,0.838
