atk,def,rule,as,ds,cagr,mdd,cal,sh,sort,alpha,sw
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B35_5d,3,5,118.92,27.07,4.393,2.007,3.059,106.27,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B35_4d,3,7,118.89,27.07,4.391,2.0,3.064,106.24,15
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP250_3d,3,5,133.21,30.36,4.388,2.159,3.328,120.56,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B45_5d,3,7,125.96,28.71,4.387,2.101,3.131,113.3,17
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_5d,3,7,124.87,28.48,4.384,2.066,3.12,112.21,13
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP250_4d,3,7,118.69,27.07,4.384,2.02,3.112,106.04,15
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,KP250_3d,3,7,133.19,30.38,4.384,2.128,3.307,120.53,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP150_3d,3,7,118.68,27.07,4.383,2.04,3.044,106.02,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP150_4d,3,7,130.1,29.72,4.378,2.125,3.229,117.45,21
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B35_5d,3,5,118.25,27.07,4.368,1.997,3.038,105.59,15
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.76m-1m,B45_5d,3,7,125.34,28.71,4.366,2.063,3.041,112.68,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B35_5d,3,7,117.84,27.07,4.353,1.997,3.046,105.18,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_5d,3,5,123.97,28.48,4.352,2.051,3.093,111.31,13
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,KP250_3d,3,7,122.23,28.08,4.352,2.064,3.156,109.57,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_5d,3,7,139.26,32.05,4.345,2.172,3.243,126.61,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B35_4d,3,5,132.82,30.66,4.332,2.127,3.346,120.16,15
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B40_3d,3,7,132.25,30.56,4.327,2.117,3.137,119.59,21
V10Q0G65M25g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_3d,3,7,139.7,32.29,4.327,2.194,3.38,127.04,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP250_4d,3,7,118.65,27.42,4.327,2.033,3.129,105.99,15
V10Q0G60M30g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_3d,3,7,128.23,29.65,4.325,2.113,3.098,115.57,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B40_5d,3,5,132.38,30.69,4.313,2.146,3.229,119.72,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B35_4d,3,7,129.31,30.01,4.309,2.096,3.288,116.66,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B40_4d,3,7,122.53,28.44,4.309,2.045,3.05,109.87,19
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_3d,3,7,139.07,32.29,4.307,2.192,3.378,126.41,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B40_3d,3,7,122.43,28.44,4.306,2.049,3.063,109.78,21
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.46m-1m,B45_5d,3,7,127.63,29.65,4.304,2.098,3.055,114.98,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP150_4d,3,7,134.95,31.37,4.302,2.156,3.398,122.29,21
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B45_3d,3,5,124.92,29.08,4.295,2.053,3.029,112.27,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B40_5d,3,7,116.11,27.11,4.282,2.007,2.962,103.45,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP250_4d,3,7,118.08,27.61,4.277,2.018,3.045,105.43,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B35_4d,3,7,134.35,31.46,4.271,2.096,3.22,121.69,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP250_3d,3,5,124.55,29.19,4.267,2.088,3.135,111.9,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B40_3d,3,7,130.37,30.56,4.266,2.083,3.095,117.71,21
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B40_5d,3,7,143.55,33.66,4.265,2.198,3.383,130.89,17
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B45_4d,3,5,133.91,31.45,4.258,2.144,3.271,121.72,17
V15Q0G65M20g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_5d,3,7,137.42,32.29,4.256,2.179,3.304,124.76,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B45_5d,3,5,133.84,31.45,4.256,2.166,3.294,121.19,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B45_4d,3,5,117.6,27.67,4.25,2.007,2.906,105.41,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B45_4d,3,7,121.94,28.71,4.247,2.062,3.073,109.28,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B45_3d,3,5,120.55,28.41,4.243,2.065,3.087,107.9,25
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B45_5d,3,5,133.21,31.45,4.236,2.127,3.199,120.55,17
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_4d,3,5,116.0,27.39,4.235,1.969,2.953,103.34,15
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B35_3d,3,7,129.01,30.46,4.235,2.046,3.146,116.36,19
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B45_3d,3,5,119.91,28.34,4.231,2.01,2.953,107.25,25
V10Q0G60M30g0.712m-1m,V15Q5G30M50g0.66m-1m,B45_3d,3,7,136.54,32.29,4.229,2.186,3.336,123.88,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP150_3d,3,7,124.57,29.47,4.228,2.094,3.13,111.91,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B45_4d,3,7,125.97,29.84,4.222,2.117,3.179,113.32,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,KP250_3d,3,7,121.83,28.87,4.22,2.074,3.169,109.18,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B45_5d,3,7,125.69,29.84,4.213,2.114,3.174,113.03,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B40_4d,3,7,124.43,29.57,4.208,2.075,3.097,111.77,19
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B40_4d,3,5,132.73,31.56,4.206,2.142,3.24,120.07,19
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_4d,3,7,116.81,27.77,4.206,1.983,2.978,104.16,15
V15Q5G60M20g0.612m-1m,V15Q10G25M50g0.66m-1m,B45_5d,3,7,125.07,29.84,4.192,2.075,3.08,112.42,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B40_4d,3,5,117.44,28.03,4.19,1.996,2.897,104.79,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B40_5d,3,5,113.74,27.16,4.187,1.973,2.879,101.09,17
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP200_3d,3,7,123.21,29.49,4.178,2.035,3.063,110.55,19
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B45_4d,3,5,121.48,29.08,4.177,2.037,2.974,109.29,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B40_5d,3,5,127.23,30.48,4.175,2.094,3.133,114.58,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B40_3d,3,7,123.14,29.57,4.165,2.066,3.095,110.48,21
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B45_3d,3,7,123.21,29.65,4.155,2.048,3.033,110.55,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B45_3d,3,7,106.18,25.57,4.152,1.93,2.798,93.52,25
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B40_5d,3,7,132.97,32.05,4.149,2.112,3.141,120.31,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B40_3d,3,5,130.81,31.56,4.145,2.127,3.222,118.15,21
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP200_3d,3,5,120.68,29.12,4.145,2.003,3.011,108.02,19
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,KP250_3d,3,7,125.78,30.38,4.14,2.103,3.238,113.12,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B45_5d,3,5,120.29,29.08,4.136,2.047,2.972,107.63,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B40_3d,3,7,114.09,27.6,4.134,1.976,2.892,101.44,21
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B40_4d,3,5,115.3,27.92,4.13,1.983,2.869,102.65,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B35_4d,3,5,119.43,28.94,4.127,1.999,3.056,106.78,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B40_5d,3,7,123.78,30.04,4.12,2.063,3.107,111.12,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B35_4d,3,7,126.67,30.75,4.119,2.076,3.244,114.02,15
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B35_4d,3,5,135.91,33.0,4.118,2.139,3.361,123.25,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,KP250_3d,3,7,121.68,29.56,4.117,2.063,3.089,109.02,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B45_5d,3,5,113.2,27.5,4.116,1.98,2.862,100.54,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B45_5d,3,5,119.69,29.08,4.115,2.01,2.89,107.03,17
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.36m-1m,B45_5d,3,5,112.62,27.5,4.095,1.944,2.783,99.96,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B45_3d,3,5,119.76,29.37,4.078,2.056,3.076,107.1,25
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B45_3d,3,7,131.33,32.29,4.067,2.121,3.27,118.67,25
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B40_5d,3,5,134.43,33.1,4.062,2.163,3.302,121.77,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B45_4d,3,5,127.72,31.45,4.061,2.108,3.202,115.06,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP200_3d,3,7,118.66,29.25,4.057,2.039,3.055,106.01,19
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B45_4d,3,7,120.27,29.65,4.056,2.039,2.98,108.08,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B45_4d,3,5,111.84,27.67,4.042,1.969,2.837,99.18,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP200_3d,3,5,116.18,28.87,4.024,2.006,3.001,103.52,19
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B35_3d,3,5,130.1,32.39,4.017,2.057,3.104,117.45,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B40_5d,3,5,118.9,29.6,4.017,2.017,2.954,106.24,17
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B45_4d,3,7,129.3,32.29,4.005,2.119,3.226,117.11,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B40_5d,3,7,124.23,31.15,3.988,2.078,3.135,111.57,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B45_4d,3,5,115.62,29.08,3.975,1.999,2.906,102.96,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B45_5d,3,7,117.5,29.65,3.963,2.033,2.959,104.85,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B40_3d,3,5,114.83,29.07,3.95,1.968,2.856,102.18,21
V15Q5G60M20g0.612m-1m,V25Q10G20M45g0.46m-1m,B45_5d,3,7,116.91,29.65,3.943,1.995,2.875,104.25,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP250_5d,3,7,107.41,27.24,3.943,1.923,2.873,94.75,13
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP250_5d,3,5,106.58,27.07,3.937,1.908,2.846,93.93,13
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B45_5d,3,7,126.85,32.29,3.929,2.116,3.21,114.19,17
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B35_3d,3,5,127.5,32.49,3.924,2.047,3.07,114.84,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B35_3d,3,5,127.47,32.49,3.923,2.048,3.083,114.82,19
V15Q5G60M20g0.612m-1m,V15Q5G30M50g0.66m-1m,B45_5d,3,7,126.23,32.29,3.91,2.077,3.116,113.58,17
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_3d,3,7,115.42,29.55,3.906,1.964,2.973,102.76,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B45_3d,3,7,116.02,29.84,3.889,2.026,3.018,103.37,25
V15Q0G65M20g0.712m-1m,V25Q10G20M45g0.36m-1m,KP250_3d,3,5,113.33,29.17,3.885,1.936,2.928,100.68,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B40_3d,3,5,111.99,28.96,3.867,1.945,2.816,99.34,21
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B45_4d,3,7,114.44,29.65,3.859,2.001,2.912,101.78,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B40_4d,3,7,123.59,32.13,3.846,2.06,3.096,110.94,19
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B45_3d,3,7,110.23,28.71,3.839,1.954,2.884,97.57,25
V25Q0G50M25g0.612m,V15Q10G25M50g0.76m-1m,B35_3d,3,7,124.65,32.49,3.836,2.024,3.04,112.0,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B35_5d,3,7,112.6,29.43,3.826,1.942,2.948,99.94,15
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B45_3d,3,5,120.22,31.45,3.823,2.05,3.088,107.56,25
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B45_4d,3,7,123.23,32.29,3.817,2.082,3.158,110.57,17
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B40_3d,3,7,122.38,32.13,3.809,2.052,3.089,109.73,21
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP250_4d,3,5,104.41,27.65,3.776,1.876,2.826,91.75,15
V25Q0G50M25g0.612m,V15Q10G25M50g0.66m-1m,B35_3d,3,7,122.62,32.49,3.774,2.008,3.006,109.97,19
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B35_4d,3,7,128.1,33.94,3.774,2.077,3.26,115.44,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP250_4d,3,7,105.18,28.03,3.753,1.889,2.851,92.52,15
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B35_3d,3,7,123.36,32.93,3.746,2.003,3.018,110.7,19
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B40_5d,3,7,125.83,33.66,3.739,2.088,3.166,113.18,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B40_4d,3,7,113.94,30.49,3.737,1.971,2.857,101.28,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B45_3d,3,5,107.14,29.08,3.684,1.921,2.757,94.48,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B40_3d,3,7,112.08,30.56,3.668,1.95,2.824,99.42,21
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B35_3d,3,5,116.25,31.96,3.637,1.939,2.847,103.59,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP250_3d,3,7,108.57,29.96,3.623,1.933,2.898,95.91,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B40_5d,3,7,116.02,32.05,3.62,1.998,2.924,103.36,17
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B45_3d,3,5,102.52,28.34,3.618,1.877,2.681,89.86,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B35_4d,3,7,113.69,31.46,3.614,1.946,2.968,101.04,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,KP250_3d,3,5,106.55,29.59,3.6,1.905,2.853,93.89,15
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B35_3d,3,5,114.92,31.96,3.595,1.929,2.833,102.26,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B45_3d,3,7,105.56,29.65,3.56,1.916,2.759,92.9,25
V25Q0G50M25g0.612m,V15Q5G30M50g0.66m-1m,B45_3d,3,7,113.04,32.29,3.501,1.991,2.989,100.38,25
V25Q0G50M25g0.612m,V25Q10G20M45g0.36m-1m,B35_3d,3,7,113.3,32.38,3.499,1.915,2.814,100.64,19
V25Q0G50M25g0.612m,V25Q10G20M45g0.46m-1m,B35_3d,3,7,110.01,32.38,3.398,1.88,2.756,97.36,19
